상호명,도로명주소,위도,경도
머그하우스,경상북도 청도군 풍각면 봉기안길 53,35.6413485669884,128.601152678317
브라운부케,경상북도 울릉군 울릉읍 사동1길 43,37.4770567801889,130.891278290843
백상개발,경상북도 경주시 양정로 186,35.8493456258239,129.223784197529
그림커피,경상북도 경주시 포석로1092번길 60,35.8353949672289,129.214792808128
카페칸타타,경상북도 포항시 북구 학산로 62,36.0496430771982,129.369487134497
포항동빈나루카페앤우쿨렐레,경상북도 포항시 북구 불종로 81,36.0384489441274,129.368771739066
블루샥,경상북도 포항시 북구 장량중앙로 55,36.0903165281833,129.388191464335
이드,경상북도 포항시 남구 대이로20번길 20,36.0175026558335,129.345823131809
경북경주시니어클럽루왁,경상북도 경주시 중앙로 16,35.8412923365657,129.211816600391
뭉클,경상북도 경주시 숲머리길 138,35.8417542106708,129.251174238765
홈플러스이디야커피,경상북도 안동시 경동로 656,36.5625673358293,128.729557863271
커피비치,경상북도 안동시 경동로 220,36.5732215474626,128.685188982728
커피비치,경상북도 안동시 옥동1길 27-14,36.5592560429883,128.70013551423
커피미오,경상북도 청송군 청송읍 중앙로 242-1,36.4338164812061,129.055400732886
마녀,경상북도 안동시 임청각길 1,36.5644290697311,128.741853232202
천인인터내셔널,경상북도 안동시 풍산읍 풍산중앙길 92,36.5799969393072,128.570903613556
이디야커피,경상북도 안동시 강남5길 35,36.5504709846278,128.734303042195
인테리어스토리카페,경상북도 안동시 퇴계로 220-34,36.5778650112603,128.733288541481
카페피노PO,경상북도 봉화군 물야면 오록길 12,36.9774923791187,128.736228930771
카페아리,경상북도 안동시 서경지2길 37,36.5611891939906,128.716061034609
유아히어,경상북도 안동시 강남로 277,36.5536317564387,128.73177494595
부쉬,경상북도 경주시 원효로 101-3,35.842353671904,129.212031990358
카페플랜비,경상북도 안동시 중앙로 67,36.5651091048369,128.733905308893
오후4시커피숍,경상북도 청송군 청송읍 중앙로 185,36.4374552202221,129.051557488337
영휴게실,경상북도 의성군 안계면 안계길 126,36.3839155493389,128.438801076788
미스터브리즈커피,경상북도 안동시 옥서1길 71,36.5608964264282,128.693939033717
커피구름,경상북도 의성군 의성읍 후죽5길 26-1,36.3530324777316,128.697816426848
그녀의홈카페,경상북도 안동시 서후면 봉정사길 103-1,36.6405627598278,128.670397240107
시고르앤틱카페,경상북도 청도군 화양읍 삼신길 105,35.6977839193084,128.716150624033
강변갤러리카페,경상북도 안동시 안기천로 10,36.5584885911452,128.715555761328
카페페르떼,경상북도 의성군 의성읍 중앙길 76-1,36.3511995612233,128.696853056279
카페라이프,경상북도 안동시 중앙로 56,36.5649091903355,128.732708022286
396커피,경상북도 안동시 옥동길 32,36.5600593261414,128.699930508118
카페에비뉴220,경상북도 안동시 북순환로 220,36.58981409856,128.742174337577
다샘,경상북도 의성군 의성읍 홍술로 105-23,36.356743893634,128.688791006414
보헤미안,경상북도 안동시 전거리1길 61,36.5599122902752,128.747898348916
커피앤드비,경상북도 안동시 중앙로 22,36.5658242772262,128.728974026335
낭만커피,경상북도 안동시 옥서4길 53-8,36.5590728419795,128.691375713345
엔제리너스커피안동옥동점,경상북도 안동시 광명로 175,36.5632205916692,128.701802355198
삼형제숯불,경상북도 영덕군 강구면 해상공원길 77,36.3493683090964,129.384243039434
컴포즈커피,경상북도 포항시 북구 용두산길 39,36.0673105776577,129.380971453431
마인드공원,경상북도 김천시 신음새동네길 5-2,36.1349188438541,128.118261736718
휴먼테크,경상북도 경주시 용담로 92,35.8643025150076,129.21175713415
카페데이미,경상북도 포항시 남구 대이로 177,36.030613770472,129.338745424331
아로마커피,경상북도 포항시 남구 중앙로 158,36.0270774812935,129.367798352349
오니와플,경상북도 영천시 삼산길 22-4,35.9724804511779,128.93709658608
감나무c.c,경상북도 경주시 보문로 441,35.8442135354035,129.287963208662
바른,경상북도 포항시 남구 새천년대로410번길 11-7,36.0126471004934,129.344830970292
커피동문,경상북도 경주시 현곡면 안현로 54-7,35.8715866657698,129.205301593298
어썸19,경상북도 문경시 영순면 포내로 116-28,36.593827454099,128.212682942684
훌림목,경상북도 경주시 포석로 1061-9,35.8359103553961,129.209266514017
태평,경상북도 포항시 북구 송라면 보경로 456,36.2452029923591,129.320144927405
썬어게인SUNAGA,경상북도 포항시 북구 흥해읍 해안로 742,36.0883789834112,129.417436916189
카페1-21,경상북도 울진군 근남면 세포2길 1-21,36.9549649861424,129.41692020293
토프레소울진,경상북도 울진군 후포면 후포삼율로 118,36.6803667892107,129.442555252788
피렌체,경상북도 안동시 솔밭길 3,36.5530799012716,128.683536663986
이소,경상북도 고령군 대가야읍 지산길 7-7,35.7263849305495,128.264483850066
예화,경상북도 울진군 울진읍 현내항길 7,36.9928021035616,129.404770760492
시루봉커피,경상북도 청송군 주왕산면 공원길 212,36.3953582988641,129.145764178853
이디야,경상북도 안동시 서동문로 181-1,36.5661937064737,128.73192693407
보리수휴게실,경상북도 의성군 단밀면 주속길 44,36.3745673323735,128.381709358365
커피베이울진점,경상북도 울진군 울진읍 울진중앙로 79,36.989267887851,129.398830897102
커피1번가,경상북도 울진군 울진읍 연호로 17,36.99372451909,129.402967875734
이디야경북,경상북도 영덕군 영덕읍 중앙길 96,36.4110607512122,129.369605441382
가원농장,경상북도 울진군 울진읍 읍내5길 23,36.9925577349671,129.402575736194
카페젤코바,경상북도 안동시 태사2길 6,36.5666128317839,128.731182353074
르카페말리,경상북도 울진군 죽변면 죽변중앙로 32,37.0503328994384,129.413418842993
대구여관,경상북도 영덕군 남정면 진불1길 5,36.2833895721378,129.37352649949
카페베네,경상북도 포항시 남구 송도해안길 52-1,36.0354861470014,129.379583404296
콩,경상북도 울진군 북면 울진북로 2070,37.1012683553164,129.372988890264
카페카리타스,경상북도 포항시 남구 형산강북로 389,36.0097318734023,129.367520802213
황제다방,경상북도 영덕군 병곡면 병곡2길 4,36.6018780737501,129.411675757949
"담하가비갤러리카페,민박",경상북도 울진군 울진읍 대나리항길 143,37.0009449471641,129.414885759257
비더블유브이211,경상북도 경산시 압량읍 조산로 11,35.8447971501789,128.762015648066
도로시퓨전포차,경상북도 울진군 후포면 상밤터1길 21,36.6829305038768,129.441439559411
커피소노,경상북도 포항시 남구 대이로159번길 12-14,36.0296190352581,129.338240403419
나무커피,경상북도 울릉군 울릉읍 도동길 53,37.4826364192754,130.907996695778
준커피로스터,경상북도 포항시 북구 해안로 241-1,36.0634762161879,129.389129438726
커피베이대각점,경상북도 포항시 남구 대송면 운제로386번길 2,35.9549538414866,129.362031178486
벨라빈스,경상북도 포항시 북구 중흥로 299,36.0291717164804,129.362753011564
망고식스포항문덕점,경상북도 포항시 남구 오천읍 원동로 51-1,35.9677175767613,129.402527444778
카페플로리안,경상북도 경주시 포석로1068번길 6,35.8361439712933,129.210233004799
파스쿠찌효자,경상북도 포항시 남구 형산강북로 73,36.0051240745291,129.334942456612
비아델피노,경상북도 포항시 북구 신덕로112번길 30-18,36.0891844677458,129.404904483836
프레그런스커피,경상북도 포항시 북구 양학로9번길 12-1,36.0239833719164,129.350559700984
토요일오후,경상북도 포항시 북구 죽도시장길 4-1,36.0348502083649,129.365857821081
애니앤길버트,경상북도 포항시 남구 포스코대로 346,36.0171973923168,129.360893896138
스윗스텝커피,경상북도 포항시 남구 대이로143번길 17,36.0272758900708,129.338234054963
오아시스레스토랑,경상북도 포항시 북구 해안로 389,36.069397519373,129.400722767118
제이스커피,경상북도 포항시 북구 중앙로 377,36.0462859029585,129.364357433279
아라비카커피로스터스,경상북도 포항시 북구 해안로 185-1,36.0641357264815,129.383535553532
크레마커피랩,경상북도 포항시 북구 삼호로 479,36.0707307947031,129.399225589911
모캄보,경상북도 포항시 남구 연일읍 유강길10번길 34-10,36.0061990365823,129.322515455536
우바커피,경상북도 포항시 북구 대곡로 50,36.0674852371764,129.373614911748
커피테라피,경상북도 포항시 남구 포스코대로 119,36.0257994735298,129.338896951939
카페몰리,경상북도 포항시 북구 삼흥로 77-18,36.0693075597629,129.378164583833
모캄보흥해점,경상북도 포항시 북구 흥해읍 중성로 32,36.1085159336692,129.346807765382
포항운하스케치,경상북도 포항시 남구 해동로96번길 20,36.028211712672,129.374219740012
파스쿠치지곡점,경상북도 포항시 남구 포스코대로 74,36.0258360964321,129.333993734799
가디너스,경상북도 포항시 북구 창흥로 117,36.0688633819342,129.361039633583
드뷔시,경상북도 포항시 남구 대이로189번길 17-6,36.0310074641384,129.336577392683
레츠비,경상북도 포항시 남구 오천읍 냉천로320번길 26,35.9662682176954,129.406237862393
효자동커피집,경상북도 포항시 남구 형산강북로 95,36.0049161864461,129.337423497334
태양과달,경상북도 포항시 북구 중앙상가2길 9,36.0369511730158,129.363386367198
달콤부동산,경상북도 포항시 북구 해안로 205,36.0647678474002,129.385766632786
이디야,경상북도 포항시 북구 대이로 188,36.0317999571402,129.339053980747
선인장로스터즈,경상북도 포항시 북구 흥해읍 초곡지구로52번길 21,36.0968157310188,129.337357913251
민속카페&커피,경상북도 상주시 공성면 공성중앙로 51,36.2827072511788,128.092558251159
아르떼,경상북도 포항시 북구 장미길 41,36.0524085569607,129.363275580456
커피스미스포항,경상북도 포항시 남구 오천읍 충무로 3,35.9765056050311,129.410133815076
카페라떼루,경상북도 포항시 북구 흥해읍 동해대로 1517,36.1076115391919,129.342272126648
카페엔,경상북도 포항시 북구 학산로11번길 6,36.0496272525428,129.363760317947
사탕,경상북도 포항시 북구 삼호로47번길 25,36.0471340669274,129.368222937169
더카페,경상북도 포항시 남구 구룡포읍 동해안로 4376-30,35.9528972554603,129.545905982034
미세스팩토리,경상북도 포항시 북구 학전로 69-11,36.0590389582215,129.374555815081
그린원,경상북도 포항시 남구 오천읍 남원로 76,35.9708223012223,129.401373898528
65도씨,경상북도 포항시 북구 중흥로255번길 3,36.0258393591926,129.360177137681
마리스커피,경상북도 포항시 남구 구룡포읍 호미로 243,35.9912993249973,129.556968231863
카페혜나루,경상북도 포항시 북구 새천년대로1076번길 35,36.0645102020239,129.375272593464
투썸플레이스,경상북도 포항시 북구 장량로 155,36.0820258195363,129.397449481057
버블피피38℃,경상북도 포항시 북구 용당로 118-17,36.0378783776848,129.3634800249
풍경이있는커피,경상북도 포항시 북구 장량로61번길 15,36.0839843949023,129.387114183752
엔제리너스커피,경상북도 포항시 북구 해안로 87,36.0565884788345,129.377620891499
그린빈카페,경상북도 울릉군 울릉읍 도동1길 5-38,37.4820199193263,130.907791928177
아이리,경상북도 포항시 남구 문예로 38,36.0110995474126,129.364549439805
커피마미,경상북도 포항시 남구 중앙로92번길 1,36.02141750015,129.369397898889
까페모캄보,경상북도 포항시 북구 장량주택로4번길 11,36.0875485376329,129.390629916779
라운디드,경상북도 구미시 형곡로26길 6-13,36.1076678216645,128.331909613556
맛있는카페티앤커피,경상북도 포항시 북구 법원로11번길 30,36.0761747786178,129.382869394117
파스쿠찌,경상북도 포항시 북구 불종로 42,36.0384937965691,129.36404545433
범선카페펜션,경상북도 포항시 북구 흥해읍 해안로 1477,36.1395716354026,129.392547456363
레드립스커피,경상북도 포항시 북구 해안로 55,36.0536134039459,129.376925325003
프렌즈데이,경상북도 포항시 북구 양덕로 17,36.0801644373964,129.401724191192
사랑싸개,경상북도 포항시 북구 중앙상가길 32-5,36.0376464254793,129.364064128533
꺄페두,경상북도 포항시 북구 두호로 22,36.0600654562572,129.376205282326
엘루체,경상북도 포항시 북구 환호로62번길 7,36.0746331683453,129.390702218608
커피펍,경상북도 포항시 북구 삼호로25번길 1,36.0432675131259,129.367456915614
모티커피,경상북도 포항시 남구 효성로15번길 19,36.0069814928743,129.337292001472
커피인스,경상북도 포항시 북구 흥해읍 중성로 38,36.1085378461754,129.34726349636
박진희,경상북도 포항시 남구 형산강북로 75,36.0051040780936,129.335119587477
이니아니,경상북도 포항시 북구 흥해읍 동해대로 1521,36.1079487132483,129.342744323674
푸른초원,경상북도 포항시 북구 용당로 124,36.0382270860699,129.362931218899
삐갈레,경상북도 포항시 남구 효자동길 6,36.0081956493552,129.33022460314
라고챠,경상북도 포항시 남구 연일읍 연일중앙로 36,35.9971291679506,129.347916816213
함경찬굴국밥,경상북도 포항시 북구 대신로 48,36.0484974423626,129.368002380771
곰곰,경상북도 포항시 북구 새마을로 90,36.0412132946028,129.350709642564
까페길,경상북도 포항시 남구 장기면 장기로 519,35.9087523980047,129.486178185899
모캄보,경상북도 포항시 남구 형산강북로 77-1,36.0050727247167,129.335507269864
카페나운,경상북도 포항시 북구 학산로 62,36.0496430771982,129.369487134497
카페자주,경상북도 포항시 남구 포스코대로 322,36.0184750193741,129.358697146801
정원카페,경상북도 포항시 북구 아치로 78,36.0521916943436,129.353782774875
꼰떼,경상북도 포항시 북구 천마로46번길 16,36.0805692689011,129.398700462886
기네스하우스,경상북도 포항시 남구 중앙로158번길 3,36.0274084676715,129.368014876104
건축카페정원,경상북도 포항시 남구 대이로60번길 14-4,36.0206061855818,129.342314762611
커피스미스영일대점,경상북도 포항시 북구 해안로 79-1,36.0559971026152,129.377322013985
논실커피로스터스,경상북도 포항시 남구 희망대로514번길 46,36.0230741356801,129.334368755249
토론토카페,경상북도 포항시 남구 연일읍 자명로145번길 3-18,36.0106906115781,129.304099182643
가지야커피숍,경상북도 포항시 남구 구룡포읍 구룡포길 155,35.990392591396,129.561552489874
예스커피,경상북도 포항시 남구 대이로175번길 3,36.0303276584678,129.338540867602
코나,경상북도 포항시 북구 장량로 223,36.0821262558986,129.405045347303
DAYDAY데이데이,경상북도 포항시 남구 중흥로 77,36.0127632066289,129.348937280698
친구랑,경상북도 포항시 북구 중흥로214번길 7,36.0223569559187,129.358908018371
커피트리,경상북도 포항시 북구 용흥로 36,36.0350952266468,129.353789691459
비터스윗,경상북도 포항시 북구 흥해읍 도음로856번길 27-37,36.0764789825797,129.328898062152
시계태엽시크릿,경상북도 포항시 북구 중앙로 423,36.0497008687577,129.362041403146
카페드반트,경상북도 포항시 남구 장기면 양포항길 13,35.8784760404231,129.51747169721
카페보경로498,경상북도 포항시 북구 송라면 보경로 498,36.2485201712962,129.320078337951
카페다빈치오천힐링,경상북도 포항시 남구 오천읍 냉천로252번길 1,35.9720566176455,129.409101194519
로스터리맨,경상북도 포항시 북구 환호공원길 3,36.0677469015339,129.390003762148
동영,경상북도 포항시 남구 포스코대로 96,36.0250261064405,129.336321027436
봉주루,경상북도 포항시 남구 동해면 호미로 2667,36.0153527586237,129.489563787344
커피숍해밀,경상북도 포항시 북구 흥해읍 도음로 637-2,36.0798491414567,129.305984182555
삼보다방,경상북도 포항시 북구 중앙로 238,36.034183427192,129.365846307311
향,경상북도 포항시 북구 법원로8번길 7,36.0759608928395,129.387339603968
커피밀포항,경상북도 포항시 남구 효자동길2번길 53,36.0097006477319,129.33590701097
카페티타,경상북도 포항시 북구 양덕로30번길 31,36.0814536334978,129.405532985076
시트러스로스터즈,경상북도 경주시 한빛길36번길 16-1,35.8519050799454,129.203276635096
디어빈스,경상북도 경주시 석현로 63-6,35.8598322438225,129.189202581302
그녀의홈카페,경상북도 경주시 공영주택길 25-1,35.8549142772861,129.209665761982
메이드바이사브리나,경상북도 경주시 양정로 126-1,35.8454014562331,129.220790151711
커피나뜨래충효2,경상북도 경주시 충효중앙길 15,35.8418999939808,129.188879495271
커피볶는마노,경상북도 경주시 원화로 167,35.8363276850563,129.220584708211
커피하우스,경상북도 영천시 상록4길 25,35.9744913164788,128.940424558883
이디야커피황성유림점,경상북도 경주시 용담로92번길 66,35.8688887660652,129.215447793456
더빈스커피앤노상치킨,경상북도 경주시 안강읍 구부랑3길 32-8,36.0020097696651,129.19347446868
테라커피,경상북도 경주시 양남면 해변공원길 65,35.6744946117523,129.46371849502
골드카페,경상북도 경주시 현곡면 가삼골2길 31,35.8702947305899,129.195692721672
사브리나건천,경상북도 경주시 건천읍 건천2길 6,35.8487088765067,129.103397682384
이디야경주,경상북도 경주시 금성로 413,35.8546115763413,129.206605592961
위스,경상북도 경주시 양정로 254-6,35.8553981855313,129.225061810625
대림커피숍,경상북도 영천시 대창면 금박로 1053-1,35.8755051626522,128.895255694609
커피플레이스,경상북도 경주시 양정로 305,35.8601042569915,129.224038130032
커피안단테,경상북도 경주시 황성로64번길 9-3,35.8676070318586,129.218307122462
대림솔라떼,경상북도 경주시 포석로 607,35.7956669809222,129.205791143947
커피플레이스금장점,경상북도 경주시 현곡면 금장5길 34,35.870458761839,129.203634615896
오피점일공이,경상북도 경주시 금성로 275,35.8420098575096,129.206791049754
커피플레이스,경상북도 경주시 용담로104번길 25-2,35.8665653711143,129.211691930822
한옥카페부연,경상북도 경주시 보불로 88,35.7921232235443,129.314312703946
마티나타,경상북도 경주시 보문로 368-5,35.8472614673658,129.2802193658
커피플레이스,경상북도 경주시 중앙로 18,35.8414544300675,129.211830135079
카페.다이닝.로브스터,경상북도 경주시 보문로 529,35.8370131459379,129.285367495427
퐁텐카페,경상북도 경산시 원효로26길 26-2,35.8206576336052,128.749467684334
하바나,경상북도 경주시 계림로 109,35.8440065930816,129.213462956663
커피공방원다방,경상북도 경주시 용담로92번길 53,35.8679812530553,129.214282367142
청춘문화공간썰툰,경상북도 영천시 시청로 5,35.9713543856874,128.938180939994
건천다방,경상북도 경주시 건천읍 내서로 1144,35.8472057677415,129.105136990774
경주블리스커피,경상북도 경주시 보불로 158,35.7983107681604,129.313872532331
가례도감,경상북도 경주시 북문로 19,35.8502791730025,129.204536225173
셈커피테크아웃,경상북도 경주시 안강읍 구부랑두림길 130,36.0045285664374,129.199368926677
묵정갤러리앤드커피,경상북도 경주시 영불로 43,35.7713860856314,129.311726357566
토프레소,경상북도 영천시 산업단지로 323,35.9316992218642,128.948317623307
커피벨트,경상북도 경주시 양정로328번길 16,35.8623458034737,129.22517979222
끌림,경상북도 경주시 양정로275번길 12,35.857574334912,129.222892104609
행복한집키친,경상북도 경주시 국당동길 6,35.8271310068991,129.209354649529
벤자마스라운지,경상북도 경주시 윗동천길 2,35.8440398689277,129.237594788268
카모메,경상북도 포항시 남구 희망대로 1261,36.0414675111316,129.376691613815
품안커피숍,경상북도 경주시 새골길 191,35.7983743067075,129.312180946562
카페라포레,경상북도 경주시 양정로 229,35.8532277092095,129.22402098581
감성커피,경상북도 구미시 고아읍 가들로 33,36.1595003910117,128.344942765551
소더비,경상북도 경주시 보불로 174-3,35.8002832327164,129.313993518919
퀸,경상북도 경주시 원효로 77,35.8422365858192,129.209340397347
버블버블진돌이네,경상북도 경주시 안강읍 구부랑2길 14-5,36.0005537333633,129.194883304957
홈플러스경주점이디야,경상북도 경주시 공단로 97,35.8734616041424,129.224874758731
누마루한옥커피,경상북도 경주시 보불로 267,35.8062333523505,129.308050556192
카라커피숍,경상북도 영천시 신녕면 장수로 1719-4,36.0454181035744,128.787072490304
커피베이,경상북도 영덕군 남정면 동해대로 3647,36.2862765868422,129.374033482468
베로,경상북도 성주군 성주읍 성주읍1길 29,35.9202934351753,128.290513960389
블루하라,경상북도 김천시 평화시장5길 8-2,36.1231706762882,128.113344929448
리라어셈블,경상북도 포항시 북구 침촌지구로 10,36.0864892021534,129.380141027819
더벤티도구점,경상북도 포항시 남구 동해면 연오로7번길 1,35.9880915862512,129.44229915247
꿈,경상북도 김천시 대항면 직지로 174,36.1175357226595,128.018126086125
봉명동내커피포항남부점,경상북도 포항시 남구 상대로 69,36.015752427339,129.354789973803
씨엘로,경상북도 경산시 압량읍 청운로 85,35.84152135847,128.758375640193
영다방,경상북도 의성군 안평면 봉호로 933,36.3766073630978,128.580168649879
템퍼,경상북도 구미시 금오산상가길 13,36.1112650242096,128.314830242066
봄날&꽃자리,경상북도 경주시 포석로1092번길 46-6,35.8352302789052,129.21325181688
투썸플레이스경산신대점,경상북도 경산시 압량읍 대학로 365,35.8414106804843,128.760201061544
스테이101,경상북도 구미시 인동중앙로7길 12,36.1085747239345,128.421825743671
NOXCoffee녹스커피,경상북도 구미시 장천면 강동로 188,36.1261403114761,128.494998521404
아미브레,경상북도 구미시 문화로 36,36.1283893596121,128.334874304304
카페소담,경상북도 김천시 거문들2길 8,36.139234052289,128.076344405441
한컵카페,경상북도 구미시 신시로10길 12,36.1147722953199,128.340737065025
갤러리카페소풍,경상북도 김천시 남면 오봉로 153-3,36.0965503707982,128.256645450944
커피공감,경상북도 구미시 여헌로1길 24,36.1050698896789,128.421484914326
커피할배순천향점,경상북도 구미시 1공단로 179,36.1033991724502,128.382159321599
까페쏠트,경상북도 칠곡군 동명면 금암중앙길 57,35.9839679961948,128.553105668812
멜빈커피,경상북도 영천시 시장로 120,35.9634874559422,128.943764110319
자연의터생태,경상북도 영주시 가흥로 23-1,36.8032426784328,128.603643293119
플러터,경상북도 경산시 남매로 237,35.8320789308403,128.740488027601
카페띠아모,경상북도 영덕군 영덕읍 군청길 108,36.4147325334151,129.367685264128
라임스토리,경상북도 문경시 호서로 18,36.5964463726068,128.199143953976
베로에스프레스,경상북도 문경시 매봉4길 30,36.5868349938387,128.185038346975
꽃과놀다,경상북도 문경시 호계면 태봉1길 14,36.6471208846722,128.150869825459
새재이동커피,경상북도 문경시 점촌3길 16,36.5967028343521,128.196663374226
커피가게,경상북도 상주시 서성3길 13,36.4178705204149,128.160082072696
검호다방,경상북도 상주시 공검면 비재로 1295-1,36.5126758403303,128.157642221935
빈스빌리지,경상북도 상주시 중앙로 180-1,36.4155477745558,128.158215131372
솔베이지,경상북도 문경시 중앙로 126,36.5960031642262,128.200104007003
베로에스프레소,경상북도 상주시 서성1길 29,36.4164451795304,128.161093877583
초콜렛카페,경상북도 문경시 문경읍 우무실길 21,36.7221321784395,128.115674071881
니케,경상북도 상주시 남성3길 11,36.4118046208892,128.160426433358
17ST,경상북도 문경시 반쟁이1길 17,36.5925844328213,128.190997788255
보뇌르,경상북도 상주시 상산로 215-16,36.4100773839121,128.15804793923
오월,경상북도 상주시 삼백로 184,36.418676534021,128.163852830811
카페29번지,경상북도 상주시 북천로 29,36.4273954276915,128.154246591203
나눔카페,경상북도 문경시 점촌6길 1,36.5980203016453,128.20105925542
투섬플레이스경북상주점,경상북도 상주시 삼백로 88,36.4180867612918,128.153258035966
아베크,경상북도 상주시 동수2길 130,36.421000149643,128.158371160298
핸즈커피문경점,경상북도 문경시 모전로 70,36.5878617195696,128.19117613518
카페버스정류장,경상북도 상주시 함창읍 함창중앙로 94,36.567617464596,128.175317061372
커피한잔,경상북도 문경시 돈달로 54,36.5968344542523,128.193333030549
카페36.5,경상북도 문경시 중앙로 87,36.5935384184587,128.197337098687
블랙잔,경상북도 포항시 북구 장량로263번길 41,36.0858431397917,129.407021206967
코쿤카페,경상북도 상주시 동수로 156,36.4227250281589,128.155720540256
씽크빈,경상북도 문경시 영신로 102,36.592570361907,128.210075449708
하이샌드,경상북도 상주시 삼백로 136,36.4184314524111,128.158466305508
커피아날로그봉화점,경상북도 봉화군 봉화읍 봉화로 1133,36.8915718511404,128.734034219712
나무그늘식당,경상북도 영주시 선비로 88-1,36.8129818192752,128.62336727866
커피뱅크,경상북도 영주시 목민로 20,36.8076907367437,128.621867453492
카페트리,경상북도 영주시 선비로 71,36.8114578926922,128.623545454751
카페다온,경상북도 봉화군 소천면 소천로 1265-1,36.9395321862557,129.001566951336
이디야커피영주점,경상북도 영주시 영주로 228,36.8256538522797,128.624804017179
용궁카페,경상북도 예천군 용궁면 용궁로 118,36.6073643614404,128.27809067445
애플빈,경상북도 영주시 부석면 부석사로 1,36.9802720217586,128.657213416909
가로수,경상북도 영주시 부석면 부석사로 338-5,36.9945810681412,128.682973667154
부동산임대휴천동,경상북도 영주시 지천로50번길 29,36.8050262850825,128.621285569277
요거프레소예천점,경상북도 예천군 예천읍 효자로 90,36.6567526241386,128.453654885395
눈꽃나무,경상북도 영주시 대동로31번길 31,36.8179386934962,128.605854697249
카페콩티,경상북도 구미시 선산읍 선주로 111,36.2441013807895,128.298928541989
모캄보영주가흥점,경상북도 영주시 대학로187번길 8-2,36.8123688860598,128.605956507809
이디야커피영주가흥,경상북도 영주시 대학로 221,36.8152945814757,128.604802696827
카페트리,경상북도 구미시 금오산로 419,36.108427862388,128.307143883
커피트리,경상북도 포항시 남구 양학천로 182,36.0276164523624,129.36478986781
블루콕,경상북도 포항시 북구 죽도시장3길 11,36.0359143385065,129.365798524753
유명밥상.나꽃까페,경상북도 예천군 개포면 용개로 1011,36.6093780218876,128.363658508317
예뜰,경상북도 영주시 구성로349번길 6,36.8230504881152,128.622888462631
상희학교,경상북도 상주시 상서문1길 89,36.4115754739254,128.156523398872
강변하우스2,경상북도 구미시 고아읍 숭선로 151,36.1941486026515,128.362307221634
그래,경상북도 포항시 북구 장량로226번길 5,36.081428164721,129.405399303352
더벤티형곡,경상북도 구미시 형곡로 150,36.107764776148,128.332698621601
장춘다방,경상북도 영주시 중앙로80번길 14,36.8225951030829,128.625518967423
봉스커피,경상북도 영주시 이산면 이산로 254,36.8206055179822,128.661775229134
밤나무향기,경상북도 봉화군 봉화읍 궉말길 24-8,36.9031609613569,128.76682086263
투썸플레이스경북영주점,경상북도 영주시 대학로 8,36.810531714778,128.623156886147
포레,경상북도 포항시 북구 학전로 69-10,36.0591630688091,129.374735562257
리코르커피바,경상북도 구미시 산동읍 신당1로3길 17-3,36.1553275909192,128.43112255935
샤베이키,경상북도 포항시 남구 효자로118번길 25,36.0087999235154,129.337478006664
디저트연구소,경상북도 영천시 호국로 5,35.9713026483495,128.939034064668
더함,경상북도 안동시 풍천면 수호로 103,36.5793980443394,128.50169780115
포즈카페,경상북도 칠곡군 석적읍 유학로 193,36.0728360556554,128.43007242672
커피피코,경상북도 경주시 외동읍 외남로 1773-145,35.719236554763,129.337241032877
서롤,경상북도 영천시 영화새싹길 1-3,35.9641316731234,128.923516752525
사카커피숍,경상북도 김천시 대항면 황학동길 4-21,36.1145615651385,128.017225649873
카페홀빈,경상북도 김천시 직지천우안길 77,36.1274161708045,128.091853444154
쓰담,경상북도 김천시 부곡길 211,36.1258414486797,128.099928320533
파스쿠찌경북상주점,경상북도 상주시 상산로 363,36.4232977896682,128.158788444464
연휴게실,경상북도 성주군 초전면 대장1길 39,35.972985385833,128.262864541904
이디야커피상주점,경상북도 상주시 경상대로 3141,36.4277780865701,128.15101312362
카페.나인,경상북도 칠곡군 지천면 신동로 95-6,35.9574119333423,128.482913180164
커피왕정평점,경상북도 경산시 대학로8길 21,35.8327989861202,128.727367632747
넌지시,경상북도 포항시 남구 오천읍 남원로 85-99,35.9659977092778,129.400856270943
카페시우,경상북도 성주군 수륜면 성주가야산로 14,35.7857531978986,128.144888805117
커피인성주점,경상북도 성주군 성주읍 성주읍1길 7,35.9183947830211,128.289210596561
움터카페,경상북도 경주시 북성로29번길 14-1,35.8487673867889,129.205199707012
007티켓커피나무,경상북도 김천시 신양1길 8,36.1353258549027,128.116806809294
나루,경상북도 김천시 조각공원길 350,36.1327566667381,128.107714518067
그린즈,경상북도 성주군 성주읍 성주읍2길 4,35.9181900104339,128.288157204066
향천793,경상북도 김천시 대항면 괘방령로 1180,36.1273956024648,128.020205897755
마지,경상북도 김천시 부곡맛고을2길 94,36.1243674657083,128.094827221557
이디야커피경북성주점,경상북도 성주군 성주읍 성주로 3216-1,35.9183400729057,128.285708953963
바리스타비,경상북도 김천시 부곡맛고을3길 24,36.1250635200092,128.092195099035
요거프레소김천,경상북도 김천시 자산로 94,36.1202781833393,128.121839048087
토프레소김천,경상북도 김천시 시청1길 25,36.1405188634595,128.115214419673
르까페시크릿,경상북도 김천시 부거리길 25,36.1337671649799,128.116237850853
커피베이,경상북도 김천시 용전4로2길 31,36.1212894172678,128.195382148648
331로스터스,경상북도 김천시 대항면 황악로 1553,36.1236639758782,128.021638046554
소문마라탕,경상북도 고령군 대가야읍 우륵로 25,35.7321699138474,128.269322813888
