상호명,도로명주소,위도,경도
솔비치카페,경상북도 울진군 울진읍 온양4길 60,37.0245540937015,129.408771680799
노벰버,경상북도 경주시 포석로 1051,35.8351537308155,129.209221827117
리더치,경상북도 경산시 하양읍 하양로 116,35.9141133434192,128.820028030479
강남커피숍,경상북도 영천시 역전로 25-1,35.9619672335493,128.936484570886
오레시피,경상북도 문경시 당교6길 25,36.582006952984,128.183395328159
리버,경상북도 김천시 조각공원길 230,36.1312550968602,128.113578760094
숨터,경상북도 영주시 풍기읍 죽령로1648번길 15,36.9039934603194,128.46553889741
밸류라라토스트및커피,경상북도 포항시 남구 구룡포읍 동해안로 4131,35.9382038887486,129.525749590756
봄봄TAKE-OUT안,경상북도 안동시 송천2길 87,36.5443308075858,128.792479799976
비타스티마,경상북도 고령군 운수면 운용로 389,35.7879908834984,128.310331236764
포항더치커피마이더치,경상북도 포항시 남구 상도로 65,36.0147225845103,129.355005301947
더벤티영덕영해신협점,경상북도 영덕군 영해면 예주길 86-1,36.5392442703364,129.408950385016
카페블레스롤포항영일대점,경상북도 포항시 북구 해안로 201,36.0647119580981,129.385144050138
컴포즈커피경주,경상북도 경주시 동천로 67-1,35.8537705899138,129.226464899619
파스쿠찌구미,경상북도 구미시 산동읍 신당1로3길 3,36.1543810587923,128.431172946255
소소한카페,경상북도 칠곡군 왜관읍 평장1길 32-1,35.9855740507076,128.403437421495
얼그레이더하기,경상북도 포항시 북구 삼흥로74번길 26,36.0686059632374,129.381959849344
푸드앤디자인협동조합용강분사무소,경상북도 경주시 용황로 110,35.8822093331878,129.229638678201
"오늘,커피한잔",경상북도 문경시 신기1길 85,36.6387778771769,128.169294047623
산마리노,경상북도 칠곡군 왜관읍 구상길 141,35.9794553080934,128.394956451693
커피테이크아웃,경상북도 포항시 남구 정몽주로 879,35.9933122302548,129.404876838631
더벤티,경상북도 포항시 남구 구룡포읍 호미로 253-5,35.9914091949288,129.558223503631
카페나리,경상북도 안동시 관광단지로 303,36.5692180452869,128.772511743179
캔버스카페,경상북도 경산시 대학로 285,35.8368119010559,128.753371947459
온커피,경상북도 포항시 남구 오천읍 문덕로54번길 25-1,35.9578491263781,129.400202437094
코코피,경상북도 상주시 공성면 공성중앙로 93,36.2845270527674,128.093551155868
카페휴,경상북도 경산시 삼성현로 190,35.8161497632935,128.723187701542
디모그커피바,경상북도 경산시 원효로 76,35.8231862836942,128.745772934179
청도그집,경상북도 청도군 화양읍 이슬미로 48-2,35.6797800340731,128.696878040992
아르르,경상북도 경주시 갓뒤동녘길 15,35.8701212184834,129.219231454544
카페051포항오천문덕점,경상북도 포항시 남구 오천읍 원동로 51,35.9675736675962,129.402502726533
카페오후,경상북도 상주시 모서면 백화로 1322,36.3438223596187,127.954131489402
헤븐카페,경상북도 경산시 하양읍 가마실길 50,35.9110801490541,128.802059506704
밀루,경상북도 경주시 초당길 11-10,35.8463989968756,129.230790348277
정담,경상북도 포항시 북구 신덕로 199,36.0861729497078,129.39422528074
주영다방,경상북도 포항시 남구 구룡포읍 호미로 180-94,35.9842468645906,129.552482960251
컴포즈커피성주백전점,경상북도 성주군 성주읍 성주순환로1길 41,35.9222695063474,128.282044171432
금운카페,경상북도 경산시 하양읍 조산천동길 16,35.9157333263514,128.824321567043
포즈카페,경상북도 청도군 청도읍 고수구길 69,35.6439581925016,128.741056179909
율,경상북도 구미시 고아읍 동평로1길 5-11,36.1543792122591,128.345587153103
터온아뜨리에,경상북도 경주시 강동면 천강로 1002-7,35.971617968529,129.290262525955
템푸스,경상북도 영주시 지천로 64-5,36.8063140922971,128.619726997029
문수골권역,경상북도 봉화군 봉성면 다덕로 565,36.9124986840273,128.795340608346
헬로!리로,경상북도 경주시 봉황로 32,35.8422274489701,129.210247931698
팔공산사주갤러리카페산심,경상북도 칠곡군 동명면 한티로 619,36.0106031173882,128.592417679086
산호다방,경상북도 영주시 풍기읍 기주로 81,36.8696109216611,128.526649588674
킴스마운틴커피,경상북도 영덕군 영덕읍 군청길 123-1,36.414085829226,129.365923436734
부스B,경상북도 영주시 선비로 40,36.8093038805699,128.62529875734
카페오찌,경상북도 포항시 남구 오천읍 오어로 310,35.9396417469725,129.393431166086
낭만지기라이브카페,경상북도 포항시 북구 신광면 신흥로 483,36.1184083341653,129.298102867812
늘봄다방,경상북도 포항시 남구 구룡포읍 호미로 245-7,35.9915792060491,129.556929374537
테라빵,경상북도 경주시 양남면 해변공원길 65,35.6744946117523,129.46371849502
진주커피,경상북도 구미시 옥계2공단로 264-11,36.1289898891634,128.419001909021
라온가비,경상북도 칠곡군 왜관읍 매원1길 5-5,35.993048782418,128.428607475076
올리브,경상북도 경주시 사정로57번길 7-6,35.8373904538575,129.209067606528
비엔나커피하우스경주용황로점,경상북도 경주시 용황로 58,35.8828025003062,129.224509137078
스위트피,경상북도 포항시 북구 양학로32번길 8,36.0262578123502,129.351064499634
텐퍼센트커피,경상북도 포항시 북구 용두산길 40,36.0671706888937,129.381379722791
팔공티,경상북도 경산시 대학로 299,35.8376791838383,128.754487050013
투썸플레이스김천,경상북도 김천시 혁신4로 81,36.1214686231534,128.190439081904
탐앤탐스,경상북도 구미시 인동중앙로3길 18-8,36.1079589690636,128.420078646704
빌스4339,경상북도 포항시 남구 구룡포읍 동해안로 4339,35.9516224051673,129.54202392782
샵커피,경상북도 구미시 신비로 5-1,36.1233127792037,128.36349233532
아엠커피,경상북도 포항시 북구 송라면 보경로 283,36.2366032501542,129.334962619479
아뜰리에,경상북도 안동시 배움길 92,36.5611482474005,128.716876168319
어벤더치,경상북도 경주시 석장1길 4-8,35.8614272911663,129.190134302022
평광커피,경상북도 경산시 경산로44길 29,35.8290141190527,128.727255619032
빽다방안동옥동,경상북도 안동시 광명로 171-1,36.5629606345863,128.701565398971
수복다방,경상북도 청도군 풍각면 봉기로 143-2,35.6408044089076,128.614321612225
화랑로33,경상북도 경주시 화랑로 33,35.8449898081534,129.204423027368
에이프런,경상북도 청도군 화양읍 화양남산길 115-11,35.6431229491308,128.715209836128
한성미인,경상북도 경주시 포석로1050번길 39-6,35.8348979335894,129.214032596111
페이지,경상북도 경주시 원화로392번길 7,35.855334647044,129.219791041941
우정카페,경상북도 경주시 건천읍 작원4길 7-3,35.8500961893578,129.105431716469
샐리,경상북도 영천시 중앙동4길 20,35.9731847822868,128.933457038319
민다방,경상북도 구미시 오태1길 46,36.0767982256972,128.353996326433
반다99,경상북도 경주시 경감로 579,35.8345761104484,129.285704496218
미라벨,경상북도 구미시 선산읍 선상서로14길 19-17,36.2404676519839,128.292272604494
오성디앤씨,경상북도 경산시 하양읍 탑소길 8-3,35.8975000723657,128.789427276569
향긋,경상북도 구미시 형곡로 186,36.1064110345405,128.336569205327
포레스트리,경상북도 경산시 자인면 원효로161길 126,35.8150624078641,128.822239545804
게으른농담,경상북도 경산시 하양읍 동서1길 30-3,35.9175419798362,128.822124314107
핑코,경상북도 안동시 경동로 662-3,36.5628061351135,128.73029743556
황남맨숀,경상북도 경주시 포석로 1064-5,35.8359935632444,129.209954012457
커피나무휴,경상북도 안동시 북문시장1길 8,36.5682428312565,128.731376474736
더벤티황상점,경상북도 구미시 검성로 88,36.1175077183157,128.42658346806
컴포즈커피,경상북도 구미시 신비로 112,36.1208191053847,128.374256444858
우즈베이커리카페,경상북도 포항시 북구 양덕로30번길 15,36.0813924477382,129.403833234786
위플로,경상북도 경산시 압량읍 압독3로 27,35.8421754197789,128.76468049622
담소,경상북도 경산시 경안로31길 19,35.820534976921,128.735766008204
마음이꽃밭,경상북도 포항시 북구 양덕로30번길 37-1,36.0814449083465,129.4062766883
페트와매트카페,경상북도 안동시 논골길 29,36.5399887158167,128.796277376693
카페에이치,경상북도 구미시 구미대로30길 14,36.1172092160994,128.364086272673
어마무시,경상북도 경주시 양정로 41-12,35.8393619442718,129.221771274712
카페브리아,경상북도 구미시 산동읍 첨단기업1로 17,36.1426720709798,128.438964996362
카스테라카페,경상북도 상주시 동수4길 34,36.4228906419051,128.153100198136
소화카페소화cafe,경상북도 안동시 관광단지로 75-1,36.5555294250875,128.755519113093
카페봄봄,경상북도 경산시 하양읍 하양로 63,35.9110331963419,128.815719679652
리치커피,경상북도 경주시 금성로 295,35.8439750116624,129.206754403367
하루,경상북도 영천시 언하공단로 64,35.986494591281,128.956613643237
카페원스,경상북도 포항시 북구 흥해읍 도음로821번길 25,36.0783331779709,129.320957995203
카페로뎀나무,경상북도 상주시 화서면 반송길 13,36.4456642435375,127.95351386443
커피베리,경상북도 안동시 강남2길 60-18,36.5513841108848,128.735294637736
모드니카페,경상북도 영천시 천문로 316,35.9661568176317,128.932032809944
만남,경상북도 칠곡군 왜관읍 석전로9길 3,36.0012159343341,128.410194492488
마지커피,경상북도 영천시 운동장로 36,35.9661610567268,128.924493847647
투썸플레이스대구,경상북도 경산시 대학로 285,35.8368119010559,128.753371947459
에스오씨,경상북도 포항시 남구 구룡포읍 호미로 413,35.996252846355,129.564828713214
열매달,경상북도 청도군 청도읍 고수뒷길 74-16,35.6410662270408,128.742299292355
물물,경상북도 경주시 건천읍 단석로 2037-3,35.8505176509439,129.104684774657
아담한,경상북도 칠곡군 왜관읍 전원1길 21,35.9842938179335,128.400858097076
우윳집,경상북도 경산시 자인면 금학로 8-8,35.8200211874424,128.823330930558
커피베이경북도청점,경상북도 예천군 호명면 행복로 146,36.5779305205332,128.479440983165
라하키친,경상북도 영덕군 영덕읍 군청길 61,36.4141544411354,129.372514059555
카페샌드인,경상북도 경주시 충효5길 20,35.845369837928,129.179743469393
달리는커피구미,경상북도 구미시 고아읍 동평로 72,36.1544272453012,128.350766308867
투썸플레이스대도점,경상북도 포항시 남구 포스코대로 380,36.0156202897298,129.364061617381
여행시작,경상북도 포항시 남구 송도해안길 32,36.0338791571885,129.380609469719
카페봄봄구미도개점,경상북도 구미시 도개면 도안로 115-1,36.3005649672745,128.330197465573
민트다방,경상북도 포항시 남구 오천읍 냉천로308번길 23-1,35.9669883229735,129.407082105945
더벤티포항,경상북도 포항시 북구 흥해읍 초곡지구로58번길 36,36.0966866728292,129.336000963752
감탄커피,경상북도 칠곡군 왜관읍 달오2길 37,35.9777878414976,128.403098397526
프레쉬그린,경상북도 포항시 북구 문화로 20,36.0426926102897,129.367291615986
카페선덕,경상북도 경주시 경감로 614,35.8322709257443,129.28887693665
플루800,경상북도 구미시 옥계북로 69,36.138660664967,128.424142322886
로제드파리,경상북도 경주시 사정로57번길 26,35.8386417034742,129.209219418187
수다,경상북도 예천군 호명면 양지6길 7,36.5773487815602,128.478431738722
시나브로,경상북도 영양군 일월면 영양로 2351,36.6987229086641,129.124041403226
텐퍼센트커피흥해점,경상북도 포항시 북구 흥해읍 중성로32번길 11,36.1075153918759,129.346824001668
이디야블루,경상북도 영덕군 영해면 영덕대게로 2492,36.5411440331972,129.439271811664
커피터미널,경상북도 상주시 동수1길 27,36.4197909680665,128.152603454299
커피베이경주모아초교점,경상북도 경주시 천북면 산업로 4974-3,35.9202672382368,129.245628756901
커피별여행자,경상북도 경산시 와촌면 갓바위로 107,35.9679138184597,128.790171965601
구름속산책,경상북도 포항시 북구 흥해읍 도음로 808,36.0773478564975,129.322862144641
카페정원커피데이,경상북도 성주군 성주읍 성주로 3246,35.9174132524871,128.288830290647
뭉클커피,경상북도 포항시 남구 양학천로150번길 53-2,36.0241792107344,129.366683191659
오디너리데이,경상북도 구미시 공원로 354,36.1074815310081,128.330831450375
카페코너,경상북도 영주시 대학로187번길 14-16,36.813238663036,128.605044307654
일월카페,경상북도 의성군 단북면 서부로 2004,36.405936237374,128.415232608141
메종드댕댕,경상북도 칠곡군 동명면 경북대로 62,35.9669102503801,128.552232753487
카페로드,경상북도 칠곡군 왜관읍 중앙로 42,35.9786222150635,128.398855593024
박물관건너편그카페,경상북도 청도군 이서면 칠곡길 2,35.6941625998261,128.687975930132
들녘카페,경상북도 칠곡군 약목면 교6길 66-77,36.0483507590904,128.369706747057
이그잼플,경상북도 구미시 송원서로2길 35,36.1230021167998,128.34667160083
카페둥시,경상북도 상주시 자산길 28-24,36.4236984460571,128.148596410171
무니MUNI,경상북도 경주시 용황로11길 10,35.8833813654393,129.229601421678
쥬씨,경상북도 포항시 북구 중앙상가길 30-1,36.0377753498899,129.363822233727
"생각,보다",경상북도 문경시 주평5길 55,36.6440619669179,128.173510641343
지나의하루,경상북도 경주시 외동읍 본동길 14,35.7147163099138,129.330357878368
차원,경상북도 구미시 형곡동로 57,36.1072694686382,128.335784271963
파스쿠찌신평대로점,경상북도 구미시 구미대로 326,36.1157782014526,128.363413177438
여우비,경상북도 경주시 포석로1068번길 29-1,35.8357702164501,129.212440984995
카페린,경상북도 포항시 북구 장량로32번길 44,36.0785611737127,129.383810443186
콩방,경상북도 영주시 대학로164번길 7-17,36.8123599649369,128.607704863667
오커피하우스,경상북도 안동시 송천1길 41,36.5449247331345,128.789894654154
빽다방포항문덕점,경상북도 포항시 남구 오천읍 원동로 24,35.9651672799815,129.403280534244
카페니어바이,경상북도 포항시 남구 동해면 호미로2790번길 18,36.0138654628384,129.477200653396
카페베아또,경상북도 경주시 중앙로36번길 3,35.8430932758626,129.211976827316
디저트39상주삼백점,경상북도 상주시 삼백로 151,36.4189608542847,128.160218125103
바스락,경상북도 김천시 부곡중앙5길 14,36.1268584468558,128.101673845909
카페158,경상북도 포항시 북구 장량로158번길 44,36.0777618447212,129.397551653987
커피매거진,경상북도 경산시 경산로 280,35.8329936082834,128.723495468247
봄봄,경상북도 구미시 문화로 36-1,36.1283617619487,128.335074166094
아프리카,경상북도 경산시 경산로 280,35.8329936082834,128.723495468247
대오,경상북도 상주시 서문길 59-1,36.4170034919245,128.154627475528
콤마,경상북도 경주시 감포읍 창바위길 13-2,35.8167671113771,129.512545263819
모링가식품카페,경상북도 구미시 역전로4길 10,36.1312766885274,128.333731092092
소방커피,경상북도 포항시 남구 오천읍 정몽주로 557,35.9679488160698,129.415835261076
코히텐,경상북도 포항시 남구 오천읍 냉천로308번길 29-6,35.9669088728475,129.406171619773
카페마실애,경상북도 칠곡군 북삼읍 인강8길 36-1,36.0714709307339,128.341782530983
파인,경상북도 포항시 북구 양덕로44번길 45,36.0829059045471,129.40695776079
모리커피,경상북도 청도군 청도읍 청화로 187,35.6421566858742,128.745246550477
블루밍로스터리,경상북도 문경시 운동장로 35,36.5901485778359,128.192578750896
라이트하우스카페,경상북도 칠곡군 왜관읍 2산업단지1길 181,35.9465659141932,128.416396243689
투썸플레이스구미진평점,경상북도 구미시 인동남길 112,36.0970174312669,128.427672093691
커피명가동명레이크점,경상북도 칠곡군 동명면 한티로 115-22,35.9789217801497,128.564480892781
도화,경상북도 영덕군 강구면 영덕대게로 173-1,36.3643870187478,129.393890993061
커피잇수다,경상북도 구미시 고아읍 선산대로 977-1,36.2099378641213,128.328359437318
카페베네경북예천점,경상북도 예천군 예천읍 충효로 284,36.6510595011613,128.455355090559
노른자,경상북도 고령군 대가야읍 우륵로 8-1,35.7305119027957,128.269107197849
그린커피,경상북도 경산시 진량읍 선화로20길 25-1,35.8659561819571,128.794606502048
아트라움카페,경상북도 경산시 계양로 38,35.8189896851527,128.748101901599
티타임,경상북도 안동시 대안로 136,36.5649670808417,128.727670027937
참다방,경상북도 포항시 남구 구룡포읍 호미로221번길 1,35.9899378364175,129.554934313539
길섶,경상북도 김천시 남면 농남로 913,36.077521594211,128.257716096215
이디야커피칠곡북삼서희점,경상북도 칠곡군 북삼읍 인강1길 58,36.0662432814108,128.338640480781
오도리오도시,경상북도 포항시 북구 흥해읍 해안로1774번길 49-1,36.1653433987126,129.398982667755
라라카페,경상북도 포항시 북구 청하면 해안로 2461,36.208435587465,129.373616576457
피오르_디,경상북도 경주시 원효로 62,35.842101533809,129.207534072851
베네치아,경상북도 고령군 다산면 상곡길 84,35.8280288573514,128.449887427378
레드빈,경상북도 포항시 남구 호미곶면 호미곶길 25,36.0707523422337,129.569222743017
니드커피,경상북도 경주시 불국사초등2길 12-2,35.7771023204891,129.302408177735
형산강미나리,경상북도 경주시 강동면 오금용당길 56-3,35.9742236228001,129.269039107469
엄스,경상북도 포항시 북구 중흥로171번길 43,36.0215865577947,129.351317566048
커피SO나무,경상북도 포항시 북구 여남포길 1-14,36.0727364938347,129.406499066356
프레그런스커피,경상북도 경주시 안강읍 안현로 1491,35.9882441047613,129.227755606812
목민로21커피,경상북도 영주시 목민로 21,36.8073942388196,128.621696948922
풍전에프앤비그라찌에대구대,경상북도 경산시 진량읍 대구대로 201,35.9045278677195,128.842827911436
하이오커피경산,경상북도 경산시 삼풍로 15,35.8221112099867,128.754837712582
오버플로우,경상북도 칠곡군 왜관읍 중앙로6길 15-1,35.9918855718496,128.397336368597
카페그리닐리,경상북도 경산시 청운1로 5,35.8376624108767,128.751409701196
쥬시영주,경상북도 영주시 번영로 149,36.8244715345539,128.625141903081
봄봄,경상북도 예천군 호명면 새움3로 20,36.57626013785,128.489084739636
플라플로,경상북도 경산시 대학로 281-1,35.8366880824314,128.752994434503
위드,경상북도 구미시 산동읍 강동로 1035,36.1686460901126,128.434307850544
카페보름앤펍,경상북도 경주시 포석로 1078-4,35.837136674924,129.210104192403
순수찰보리빵,경상북도 경주시 계림로 69,35.8406633680462,129.21341203286
네오라미르,경상북도 경주시 내남면 내외로 749,35.7151567230748,129.257547124202
봉덕동커피,경상북도 포항시 남구 오천읍 문덕로53번길 7,35.9579871254277,129.40381860128
레젤,경상북도 경산시 박물관로 17,35.8161783498944,128.7609010735
카페다비다,경상북도 구미시 구미대로32길 7,36.1206806340851,128.363613509092
미주다방,경상북도 고령군 대가야읍 시장1길 10-5,35.7262446776482,128.266771535522
봄담,경상북도 구미시 거양길 14-7,36.1379210071795,128.41139372699
유캔두잇경주,경상북도 경주시 백률로39번길 1,35.8568018349696,129.223522368971
카페드립,경상북도 경주시 초당길55번길 10,35.8447627975904,129.235657787907
낭랑,경상북도 구미시 신시로16길 67,36.1174875820634,128.346191915967
크로플여왕카페,경상북도 경주시 양정로 1,35.8361350872029,129.221799273372
우유니커피,경상북도 경산시 하양읍 대경로147길 22,35.9135719195586,128.820122158903
디저트카페,경상북도 성주군 초전면 대장길 79-11,35.9718664698486,128.263448496633
착한까페,경상북도 영천시 천문로 398,35.9730338062482,128.929685429069
카페비스타,경상북도 구미시 고아읍 들성로 185-9,36.1602335037129,128.340722490656
마실커피신대부적점,경상북도 경산시 압량읍 압독2로1길 20-15,35.8424153086421,128.763808293937
커피좋은날,경상북도 구미시 상림로 129,36.0974980426671,128.361052346441
아틀리에빈계양점,경상북도 경산시 백양로 100,35.8138149883308,128.75261243659
위잉,경상북도 포항시 북구 침촌마을길 12-9,36.0790236457651,129.379655274477
카페스테이션,경상북도 김천시 황산로 48,36.1164415931455,128.135862923999
카페덕남,경상북도 청도군 화양읍 연지안길 33-11,35.673236373224,128.690602076165
피카소CAFE,경상북도 청송군 현서면 청송로 1141,36.2738636821284,128.893359902181
카페안길,경상북도 경주시 천북면 화산안길 11-17,35.9262150545807,129.289214206598
카페나루,경상북도 포항시 북구 학산로 15,36.0492331078473,129.364341707325
태리커피,경상북도 안동시 와룡면 모산골길 5,36.6278704593419,128.766600544471
바비의주방,경상북도 문경시 매봉4길 20,36.586584501242,128.183841992559
몬스터커피구미산동점,경상북도 구미시 산동읍 신당3로 43,36.1563714735758,128.429061096037
단미,경상북도 경주시 안강읍 비화원로 92,35.9912284294895,129.222345594997
배꼽다방,경상북도 포항시 남구 오천읍 철강로713번길 10,35.9633363224204,129.404944262932
스윗테이블,경상북도 경주시 현진앞3길 45,35.8824712367421,129.219863710166
뷰델카페,경상북도 경주시 감포읍 감포로 329-32,35.8186656680075,129.508487057007
더클래식앤틱카페,경상북도 포항시 북구 청하면 사방공원길 87,36.1658105104052,129.348854334149
카페쿠시물레방아집,경상북도 청도군 운문면 운문로 1039,35.6647244057594,129.002605767198
카페0.9,경상북도 경주시 구매3길 28,35.7727240458914,129.307213976353
킹콩커피,경상북도 예천군 예천읍 중앙로 21,36.6572246651833,128.455122943479
오븐이백도씨,경상북도 울진군 울진읍 읍내8길 18-10,36.9943643038694,129.402204500651
까사델제주,경상북도 경산시 원효로40길 23-7,35.8171229295751,128.756904132031
샤흐메,경상북도 포항시 북구 중앙로 241,36.0343974927497,129.365250829754
흙다방,경상북도 구미시 장천면 강동로 182,36.1256986457757,128.495006858127
커피베이동락공원점,경상북도 구미시 3공단1로 288,36.1078027515752,128.402573152161
더벤티구미,경상북도 구미시 신시로 55,36.1127766730947,128.338884558798
아무스,경상북도 영주시 풍기읍 기주로 37,36.8680672184077,128.531304863972
구룡포愛OSO,경상북도 포항시 남구 구룡포읍 구룡포길 127-2,35.9913704962161,129.559120990581
제일다방,경상북도 예천군 지보면 지보로 166-1,36.5447662953103,128.387481175
카페드파리&오구쌀피자주상절리점,경상북도 경주시 양남면 동해안로 481,35.6859930303602,129.472733129291
읍천리382금,경상북도 구미시 금오산로22길 5,36.1249181646194,128.328804905469
루프앤드,경상북도 포항시 북구 양덕남로 63,36.0787160545965,129.399189431817
커피콜,경상북도 경산시 백자로 76,35.8123002131406,128.755574764147
댓어스1124,경상북도 포항시 북구 법원로11번길 24,36.0761927138565,129.383657926044
설렘커피인동점,경상북도 구미시 인동중앙로3길 6,36.1071016651371,128.420385075967
카페에드,경상북도 칠곡군 석적읍 남율로15길 17,36.0677253622789,128.404267202802
커피집,경상북도 경주시 보문로 545-9,35.8368262927118,129.285984307694
커피홀경산,경상북도 경산시 하양읍 문화로 20-2,35.9109722918248,128.81273875469
그라디언트,경상북도 칠곡군 동명면 구남로 89,35.9867621657072,128.574184987625
"안녕,상계리",경상북도 경주시 양남면 화림길 24,35.6702677233536,129.423879157086
소소한꼼지락,경상북도 상주시 선상서로 2774,36.4021565265975,128.170306765446
더리터구미상모점,경상북도 구미시 상사서로 40,36.0859050533658,128.355791574091
이디야커피동,경상북도 구미시 이계북로 23,36.1063372204561,128.404187270004
제이제이커피,경상북도 경산시 경청로219길 4-6,35.8036831518961,128.738232816725
모미지,경상북도 구미시 부곡길 119,36.1564721499837,128.294250053079
더마린카페,경상북도 경주시 감포읍 감포로 329-41,35.8180976013767,129.50850950516
록록다방,경상북도 구미시 산동읍 신당3로 43,36.1563714735758,128.429061096037
너와커피,경상북도 상주시 상산로 211-11,36.4097063155415,128.1592179286
오프),경상북도 포항시 북구 불종로 40-2,36.0385041954888,129.363923573369
카페백서향,경상북도 경산시 대학로12길 21-2,35.8317482359788,128.729715575752
이디야장량점,경상북도 포항시 북구 장량로 55,36.0828116112739,129.386438527648
하삼동커피,경상북도 울진군 후포면 삼율6길 7,36.6790836004824,129.440618201625
키키커피,경상북도 예천군 호명면 수변로 95,36.5747336355554,128.483298421016
빽다방구미,경상북도 구미시 신시로 59,36.1132455296596,128.338819926099
봉봉봉,경상북도 경주시 황성로 9,35.86439579083,129.213231165133
모캄보문덕점,경상북도 포항시 남구 오천읍 냉천로 292,35.9688024252531,129.409930284527
뉴욕쟁이디저트영주점,경상북도 영주시 대동로 51,36.815114597865,128.608287050343
더스커피,경상북도 칠곡군 석적읍 대교길 31,36.0761618856983,128.396061163405
씨엘커피,경상북도 포항시 남구 구룡포읍 하정로 73,35.9688855420367,129.55283621049
동네커피1988,경상북도 구미시 흥안로 63,36.146851284173,128.411829290958
청년피자구미원호점,경상북도 구미시 고아읍 문장로27길 6-5,36.1529402956639,128.328455075057
이디야축협울진하나로마트점,경상북도 울진군 울진읍 동해대로 4348,36.9954049194929,129.413232828123
오늘도까페,경상북도 안동시 대안로 177,36.5643262514006,128.732244471759
길다방,경상북도 경산시 중앙로16길 29,35.8205588982,128.736275295624
브로스커피,경상북도 경주시 갯마을길 8,35.8146860009376,129.240148836968
카페목련,경상북도 김천시 혁신3로 5,36.1179556334146,128.183332255421
카페볕,경상북도 안동시 태사2길 92,36.5668247414381,128.733362928817
해달강,경상북도 영주시 중앙로 3,36.8189428969447,128.617362858244
커피마을,경상북도 안동시 태화중앙로 72,36.5588835385655,128.7128113206
엘림,경상북도 안동시 관광단지로 287,36.5677499952299,128.770977690945
"다시,봄",경상북도 경주시 불국신택지2길 2,35.7832606698442,129.326897822548
카페소셜,경상북도 경산시 경산로 149,35.8217648842164,128.727687499127
영덕대게랑,경상북도 영덕군 강구면 영덕대게로 108-1,36.359296313271,129.390713937145
감성커피포항양학점,경상북도 포항시 북구 양학로 39,36.0271232977816,129.349437245965
두낫,경상북도 포항시 북구 흥해읍 해안로 1572,36.1446540577981,129.39722625403
얼리버드,경상북도 경주시 황성로 61-13,35.8681062834225,129.216177719466
경주쿠키,경상북도 경주시 진현로2길 54,35.7857424786052,129.327414704582
핀트리,경상북도 포항시 남구 희망대로 1235,36.0392383099375,129.377751358426
핸썸커피,경상북도 경산시 펜타힐즈2로 57,35.8287436422862,128.719782377383
카페모캄보구미산동점,경상북도 구미시 산동읍 강동로 953-39,36.1643717079744,128.44475458481
레이지선데이,경상북도 경주시 손효자길 17,35.837476879358,129.210330729644
카페은인동점,경상북도 구미시 인동중앙로8길 3,36.1078778053492,128.422655044545
태담컴퍼니선산휴게소상지점,경상북도 구미시 옥성면 중부내륙고속도로 128,36.2780853161322,128.249157144349
PE카페,경상북도 청송군 청송읍 중앙로 198,36.4364067031129,129.05191139789
메가엠지씨커피경북문경점,경상북도 문경시 상신로 3,36.5948520865049,128.19861456266
맘스케익앤커피영주점,경상북도 영주시 영주로60번길 37-3,36.81922338482,128.606638234113
텐퍼센트커피,경상북도 포항시 북구 새천년대로1249번길 22,36.075964592734,129.383121051297
가배빈,경상북도 청도군 화양읍 이슬미로 297,35.6869203079212,128.716561736364
수다방,경상북도 상주시 공성면 공성중앙로 79,36.283896474199,128.093149651314
가람,경상북도 영천시 최무선로 318,35.9682046254011,128.934107984449
봉자다방,경상북도 경주시 안강읍 비화동길 27,35.9895943595856,129.225270252259
인더,경상북도 포항시 북구 삼호로 73,36.0470333317967,129.369941319179
봄봄경산,경상북도 경산시 백자로10길 3-11,35.8114488743569,128.754792122347
별이빛나는,경상북도 안동시 복주3길 51-9,36.5640800953257,128.699698654747
텀브커피,경상북도 칠곡군 왜관읍 중앙로 95,35.9833826562922,128.398402695647
케이알커피랩,경상북도 포항시 남구 새천년대로 429,36.014491493896,129.344307652008
오즈94,경상북도 포항시 북구 환호공원길 19-1,36.0680767982567,129.391863351441
꽃보다차,경상북도 청도군 이서면 대흥길 5,35.6745091216462,128.672761883101
더벤티,경상북도 포항시 남구 인덕로 65,35.9909143026443,129.397215715477
튈르리정원,경상북도 포항시 남구 문예로 56,36.0126290247715,129.363987887039
약선다원,경상북도 안동시 강남2길 28,36.551798164983,128.733913475969
카페빈티지정원,경상북도 경주시 산업로 4360-13,35.8689944587778,129.22544823005
카페봄봄영천,경상북도 영천시 금호읍 금호로 73,35.9308158767053,128.869769911976
달콤커피송도비치점,경상북도 포항시 남구 희망대로 1209,36.0371105117224,129.378613081829
카페마나나,경상북도 청도군 화양읍 죽촌길 12-11,35.6796950796885,128.695982478203
카페몰리우현점,경상북도 포항시 북구 우창로 20,36.0559832324942,129.360384942251
카페마카,경상북도 경산시 진량읍 영청길 21,35.8746600809222,128.800451956854
카페어울림,경상북도 포항시 남구 연일읍 동문로 55,35.9951273043538,129.352019444225
벌크커피구미역점,경상북도 구미시 구미중앙로 60-1,36.1295400703497,128.329435237181
예다,경상북도 구미시 상사동로 83,36.0921506451285,128.358951284162
커피베이경북문경점,경상북도 문경시 영강공원길 111,36.6018790072631,128.210648382007
하모하모,경상북도 포항시 북구 삼흥로32번길 8,36.0652109522544,129.380168845615
까페지니,경상북도 경산시 원효로28길 32-1,35.8193005549694,128.750284915059
렛인,경상북도 구미시 신시로7길 12-5,36.1131133163179,128.337764117618
