스타벅스 역삼아레나빌딩,37.501087,127.043069
스타벅스 논현역사거리,37.510178,127.022223
스타벅스 신사역성일빌딩,37.5139309,127.0206057
스타벅스 국기원사거리,37.499517,127.031495
스타벅스 대치재경빌딩R,37.494668,127.062583
스타벅스 봉은사역,37.515,127.063196
스타벅스 압구정윤성빌딩,37.5227934,127.0286009
스타벅스 코엑스별마당,37.51015,127.060275
스타벅스 삼성역섬유센터R,37.50775,127.060651
스타벅스 압구정R,37.5273669,127.033061
스타벅스 수서역R,37.488008,127.10265
스타벅스 양재강남빌딩R,37.485192,127.036685
스타벅스 선릉동신빌딩R,37.505321,127.050409
스타벅스 봉은사로선정릉,37.511293,127.048409
스타벅스 강남오거리,37.502117,127.026672
스타벅스 스타필드코엑스몰R,37.50999,127.061455
스타벅스 강남구청정문,37.518181,127.045995
스타벅스 도곡공원,37.492805,127.041309
스타벅스 강남R,37.497711,127.028439
스타벅스 대치은마사거리,37.498973,127.060172
스타벅스 청담영동대로,37.522156,127.056449
스타벅스 압구정,37.526283,127.02956
스타벅스 신사가로수,37.521933,127.022521
스타벅스 청담스타R,37.525216,127.041827
스타벅스 강남우성,37.492396,127.03091
스타벅스 학동사거리,37.52236449999999,127.03795430000002
스타벅스 대치사거리,37.503331,127.058817
스타벅스 포스코사거리,37.5075307,127.05742710000004
스타벅스 을지병원사거리,37.5191632,127.0286446
스타벅스 신사역,37.5162021,127.0207428
스타벅스 도곡역,37.492167,127.057398
스타벅스 서울세관사거리,37.514887,127.035653
스타벅스 청담사거리,37.5236351,127.0468651
스타벅스 한티역,37.496801,127.055055
스타벅스 역삼초교사거리,37.4941059,127.03299730000003
스타벅스 코엑스몰,37.513715,127.059245
스타벅스 가로수길,37.5231593,127.02162499999996
스타벅스 역삼대로,37.501623,127.039375
스타벅스 역삼포스코,37.499721,127.033582
스타벅스 강남대로,37.50314,127.025546
스타벅스 청담,37.5243631,127.05155990000004
스타벅스 삼성도심공항,37.5097863,127.05791339999996
스타벅스 삼성교,37.507794,127.06517
스타벅스 학동역,37.51464884,127.0307302
스타벅스 대치,37.49966175,127.0622171
스타벅스 SSG마켓도곡R,37.490298,127.054895
스타벅스 삼성,37.50703529,127.0555503
스타벅스 선릉세화빌딩,37.50377562,127.051196
스타벅스 압구정역,37.52674095,127.0281105
스타벅스 압구정로,37.52680046,127.0347174
스타벅스 구역삼사거리,37.49592355,127.0388645
스타벅스 큰길타워,37.50236693,127.0407
스타벅스 강남구청역,37.5165849,127.04124330000002
스타벅스 대치역,37.493554,127.061874
스타벅스 포이,37.47781106,127.0451411
스타벅스 아크플레이스,37.49971982,127.0349084
스타벅스 학여울역,37.49803646,127.0684943
스타벅스 선정릉역,37.51075489999999,127.04455970000004
스타벅스 삼성현대힐,37.51354184,127.0527183
스타벅스 GS타워,37.5018592,127.03727759999992
스타벅스 압구정미소,37.52405601,127.027915
스타벅스 선릉역,37.50393894,127.0485135
스타벅스 코엑스사거리,37.515351,127.060109
스타벅스 역삼럭키,37.492209,127.039389
스타벅스 신압구정,37.528115,127.036441
스타벅스 아크로힐스논현,37.50898041,127.0403869
스타벅스 강남비젼타워,37.4964557,127.02968850000002
스타벅스 압구정로데오역,37.526549,127.040437
스타벅스 르네상스사거리,37.502721,127.044308
스타벅스 포스코,37.50576,127.057966
스타벅스 선릉로,37.505053,127.046577
스타벅스 논현힐탑,37.5115577,127.03226199999995
스타벅스 도산가로수길,37.51736229999999,127.02329570000006
스타벅스 대치한티,37.4984818,127.052066
스타벅스 개포동,37.4828551359882,127.0607152444621
스타벅스 수서역사거리,37.4873267937748,127.103140081887
스타벅스 코엑스아셈타워,37.513019,127.059838
스타벅스 센터필드R,37.50369465391196,127.04172081609173
스타벅스 도산사거리,37.51966,127.0341
스타벅스 강남세곡,37.467274319644,127.099929726
스타벅스 대치삼성프라자,37.500313,127.066961
