이름,lat,lang
첼바,37.63718395322,128.55947368848
피고지고,37.200993219811,128.8540398604
느린여행자,37.442121705063,129.16460707975
커피앤스토리,37.319959166218,127.96174773951
낭만카페,37.49512721171,128.85256037634
카페가끔,37.327010943658,127.98363516769
컴파운드,37.381806481555,127.94858348994
뷰글라스,37.510186824849,128.21703132368
카페아지,38.163654821683,128.57850229558
소담소담커피,37.7970985791,127.61522877616
우체통,37.858329210987,127.71916844445
카페캐트시,37.753210148302,128.90023587932
이디야커피강릉역점,37.763869192809,128.90024021382
바리깡스타,37.695884842584,127.85729839253
쥬씨씨쥐브이점,37.852017830744,127.74506713493
사임당커피#,37.764566649737,128.86608569627
나전카니발,37.449941115151,128.66878216855
날으는자전거,37.289723740646,127.9961961632
빽다방춘천,37.867320054883,127.71856603372
더홍,37.32262830005,127.94376070147
쿠잉,37.840122192869,127.71287493635
커피볶는집The곳,38.202687015242,128.59075394386
그레이빌,37.88947526371,127.75003148316
메가커피철원문혜리점,38.185449428449,127.32058200359
옥빙설,37.524224796577,129.11129665605
더큐브커피로스터즈,37.850883338765,127.68914063803
서울커피,38.379162084684,128.4724443077
그린그라스스무숲길점,37.849149551303,127.74786096709
카페하버,37.551343876363,129.11152945285
오늘의숲,38.188859279138,128.58853037003
복다방,37.772664238182,128.38968987886
늘봄카페,37.613041753634,128.37886502511
달그락,37.339527525899,127.93285721746
아스레와말레,37.334896670603,127.91978179335
투썸플레이스평창올림픽플라자점,37.667170463155,128.71025200732
리도커피,37.756801486609,128.89718122176
퐁블루,37.757499810514,128.86769426705
어우리사회적협동조합카페어우리,37.881384268461,127.72974414519
커피채널,37.493715542607,127.98898197524
꽃마중,37.864103720597,127.77770100095
마루커피컴퍼니,37.769547928335,128.9116596232
달다그릭,37.696126274815,127.88909449709
나경사주카페,37.878410765243,127.72579909197
게락유천택지점,37.756190690291,128.86560219112
길다방,37.691322124947,127.88750285466
센트커피,37.449448491237,129.17540083095
무궁화,37.696962964656,127.9210716217
데니스커피정선사북점,37.22688996033,128.81845207103
팬을든부엉이,37.325461607487,127.98860037148
커피핑크,37.883612514077,127.74302563967
카페심플,37.88080821946,127.7261085068
카페마당,37.918950002174,127.78788621765
메가엠지씨커피춘천팔호,37.876046109756,127.73589057797
메가엠지씨커피원주,37.349726934265,127.94845863699
보니타샌드위치,37.871850775169,127.73342764166
청년반점&청년커피,38.07153396725,127.52284479748
봉평다방,37.616658601085,128.37775061665
커피벌스데이,37.757817976975,128.89265398428
미엘,37.5201786557,129.11038820486
휴,37.443017863103,127.80805379295
쉼,38.206151736659,127.20946214718
오늘춘천,37.880529316163,127.7301906174
CUCADI세나쿠치나디세나,37.332618747211,127.92262799961
카페파나마,37.784221613201,128.88017682531
단우물카페,37.952836146299,127.74630081991
모퉁이카페,37.451779828264,128.30589388084
봄에,37.794581435926,128.91820071681
카페뷰,38.309019250562,128.54207033264
백양다방,37.380250750643,128.66244918028
투썸플레이스외옹치점,38.180865467144,128.60840683438
포터스하우스,37.691047809561,127.88338723188
송정2길40,37.496568901643,129.1239824198
인더드림,37.898699048265,127.7284641855
카페인고한,37.210272992216,128.83786465506
봄날,37.888153747534,127.77852687684
오노트,37.872671990376,127.6967216274
카페유유재,37.38172802099,128.67053596336
토프레소,37.337235055746,127.92671991923
하이디카페,37.529612544489,129.11802916882
디오슬로,37.782479769247,128.90317915476
하루커피,37.397875028785,127.95298871819
메가엠지씨커피속초,38.207915540534,128.57749361852
강릉원주대학교소비자생활협동조합해람카페,37.790852660469,128.91570214698
이디야커피,38.191023649691,128.58632168839
가비네,37.145739164155,129.25659259895
행구포장마차,37.343123325681,127.98740134056
커피콩,38.06303401742,128.16518358221
강촌걸리버여행기,37.825770165145,127.61542074968
써니사이드업,37.948351198672,128.77888654291
텀블러,38.157542354815,128.6095480489
고릴라,37.808510672372,127.63665668701
굿샷,37.763809126445,128.87592841796
요거프레소철원갈말점,38.150440223089,127.31019335194
씨엔비,38.184501725044,128.60036676984
"카페,느릅재",37.545790390038,129.09644148122
띠아모원주삼광점,37.342154490316,127.96453548447
강릉야행북카페,37.755111132984,128.89077167587
바우까페,37.841038629521,128.87546622674
니어브릿지상장점,37.15832695681,128.98834650446
이디야,37.759795658208,128.89918077546
컴포즈커피원주,37.341417402727,127.9712623924
투썸플레이스영월,37.18344231136,128.467304662
이디야강릉,37.771122277475,128.91197407351
바탕,37.3277053338,127.98808096274
분덕스,37.734407881409,127.69336090471
바닷가마을,38.3557025462,128.51085048785
이음,37.490765012978,129.10114364546
BC800커피앤티,38.14626633407,127.30978771176
가비상회,37.885236134919,127.74383853937
쉼표로스터리카페,37.74694726772,128.90855687459
도이힐커피,37.673799724535,128.7106552724
더좋은날평릉점,37.530978638885,129.10980156797
오늘,37.448773029531,128.66819536389
메가엠지씨커피원주건강보험공단점,37.325569659139,127.98777663728
이디야삼척,37.236986353961,129.04678245522
대복다방,37.347980568391,127.95274895088
이디야커피원주,37.325018801805,127.97931393331
이디야춘천하이테크,37.887842453374,127.74492093792
커피앤,37.764282415575,128.88853225749
보구밍샵,38.198916725089,128.58076775399
이디야,37.369059206335,127.93698574623
골목안풍경,37.769800503126,128.9081213358
커피안,38.205005265647,127.22125787641
카페청호동,38.199562425377,128.59575227178
카페아몬드트리,37.877917209293,127.75103678404
코와붕가,37.770726309227,128.87749696086
맥심다방,37.231345121637,129.04478868947
네르하카페,38.274400755213,128.55633907444
카페설악파크,38.16247825409,128.57591401409
리을커피하우스,37.592578630294,128.31774787477
카페알로하,37.62985736324,129.04575394545
기쁨이네,37.880456859095,127.74623098285
코코힐,37.353612883026,128.00372203964
강릉당커피콩빵중앙시장판매점,37.75382044755,128.8993694649
마젠타,37.558466857224,129.12055405961
연다방,37.306557017145,127.8154517748
엘방코,37.716859544881,128.8307196882
인더무드,37.338227432351,127.92860366666
임대헬로우씨,38.296290948674,128.54741743748
수다방,37.495388731787,128.85003013806
카페코메르,37.852593778204,127.68856527653
정암148,38.138891378391,128.61487999286
마담커피,38.174969207172,128.60567566917
위아카페,37.29039670015,129.30004574868
쁘띠꼬숑,37.908187694611,127.73677648526
커피블럭,37.770071308219,128.91272165876
미라클사회적협동조합,37.73736092379,128.87392619976
어사매,37.566090218211,128.04843520221
시즈온,37.327317146377,127.98240513788
하라,38.197644497291,128.58296111484
카페석사동춘천지역자활센터,37.845413686138,127.7537367457
할랄,37.848241840852,127.75321600788
요거프레소춘천,37.867320054883,127.71856603372
낭만여행카페,37.676207416823,127.75005713023
구공커피,37.764098530059,128.90323932456
미조커피,37.8401501094,127.71323840258
카페맛집25캑터스존,37.691797566586,127.8853023589
카페쉼,37.745961141645,128.899682839
메가마트강원대기념관카페,37.86567979551,127.74614527601
까페리오,37.874382571265,127.75843720735
봉듀,37.874338384819,127.71453817054
텐퍼센트원주혁신세계로점,37.324641575792,127.98843124033
노란커피,37.876232901868,127.74293760426
불란서홍차,37.877545373562,127.72951945469
이디야,37.871015889628,127.76899626556
프로방스,38.185600864396,127.30034183041
밋미,37.332348435223,127.92266213127
아미쿠스,37.318073399547,127.95484369172
향기다방,37.890834432573,128.82470083344
커피집,37.891730209026,128.82929267973
카페말리,38.194884880686,128.57985666285
브런티,37.32273105183,127.91894847196
강릉이래요,37.754033548959,128.89860036669
팜일레븐,38.06596008457,128.57321920945
카페스타핏,37.763344683766,128.87537815773
헤세드,37.303987967694,127.9069096527
카페마니,37.264669718374,127.87503936596
코너,37.867795677797,128.84753904706
카페살림,37.753291058462,128.88479210346
성원휴게실,37.754398953418,128.90030702483
안다미로,37.746320384608,128.89865460868
에밀졸라,37.327534152192,127.98838566049
앙카페,37.86493717689,127.75284211111
옐로우트리,37.376197417972,128.52173615811
방배목장강릉점,37.758373048729,128.89193432646
여유앤화랑,37.385599551946,129.24156892504
셀렉토커피속초,38.198805014408,128.57784408825
봉쥬르,38.205801658785,128.52897236994
이디야커피,37.883186083785,127.73760443468
카페포랑,37.770272061901,128.91819514997
오라디저트카페공방,37.183010154217,128.46948691776
시골카페,37.750810564708,128.84839307545
더커피,37.205472991058,128.84759010562
쥬청과&루츠미,37.514668983617,129.11943506973
무위,37.558777568537,129.12009466193
커피홀베이커리철원,38.208408638145,127.21820713521
아주르봄,37.885406735285,127.71236951292
포인텟,38.208585269207,128.59315384893
공주님찻집,37.35023162545,127.94861631693
마추깡카페,38.438895689732,128.45390991377
스노우블러섬,37.700214147274,128.69165180774
가비,37.230105939805,129.34527934058
카페노아,37.182440006029,129.32605441818
숲,37.494463385201,127.98833724294
꽃보다자수,37.883283775439,127.73696746158
장사항바다향,38.227168421202,128.58673734358
논팩토리,37.906131882205,128.81458025311
공차,37.690326694067,127.88311622896
앤카페,37.690418329179,127.8846695075
새도나,38.187974302456,128.5889342042
아랑다방,37.208816785706,127.74936488109
쿠바블랜딩,37.337452536386,127.92870597032
엘까페,37.347275160674,127.94676725495
케익드림스,38.206251956,128.57684105262
코코네,37.321264847059,127.95894885353
전통다방,38.1041177926,127.9871463577
리버,37.208942990858,127.7493869965
레제푸,37.336879307947,127.93474425249
카페안나,37.213292300214,128.08969410459
소울로스터리,37.924362137631,127.76722566623
작은찻집,37.169402825594,127.88466650707
카페명가,37.374309354394,127.87585134518
월화엔,37.756611050204,128.8961575481
차현희젤라또&커피,37.791126387373,128.91642081836
플루브,37.805547495459,127.6370573213
매머드익스프레스원주,37.334371040425,127.92922799802
복담,37.383701808161,127.85468500502
이디야춘천엔타점,37.863170161069,127.7481200711
수정찻집,37.351782481926,127.95083894231
커피베이홍천연봉점,37.684837621888,127.87284127728
컴포즈커피,37.522806902461,129.11451110907
파인드커피,37.877942370794,127.72975672071
유포리아,37.950270688158,127.7787615512
중기골목포토카페,37.763056400909,128.90284076547
코다,38.223855420052,127.20676942128
눈꽃마을길523,37.504230560593,128.93668793853
신림카페마실,37.208092547948,128.04111897203
카페보메,37.341692992185,127.92267512288
티피와이,37.772055778791,128.94782043278
롱블랙,37.795594190051,128.91773636068
이디야커피원주태장점,37.384845006922,127.95289521969
커피니춘천,37.880927780386,127.7271539169
제네시스,37.51958397586,129.11421429545
카페문,37.450250596641,128.07494391113
달보다가,37.379201465702,128.65994449949
설레다,37.764208550751,128.90534036692
이디야커피입암점,37.755245656554,128.91089397762
코나포유원주점,37.349480308744,127.9253309596
담소카페,37.591056335602,127.83113707357
잇츠라이크,37.356367991179,127.93057324961
카페지오,38.124643705417,128.18936544827
카페화일리,38.104744399777,128.57202838194
어우리사회적협동조합카페어우리,37.978556191083,127.77071994297
당신은당신일때가가장아름답다,37.739401257375,128.87702494796
선카페,37.324391533738,127.95841682225
롭앤로비나,37.857507221282,127.75890140314
날마다,37.756776406489,128.88979296339
커피마나코하,37.574219457467,127.92098623708
맥심다방,37.367487308947,128.39259744913
원리터,37.881966739686,127.72835510547
카페올래,37.339850092645,127.97397161572
커피베이,37.48749735892,127.98334013889
박산옥곤드레떡방&카페,37.380840257628,128.66498374687
문팰리스,37.348178435124,127.95181199028
버드랜드커피클럽,37.338959752864,127.95108430266
하경엔지니어링강원지사,38.058041570092,128.68263086827
더벤티,37.374389645543,127.87508341752
카페로떤느,37.825750103809,127.77474902687
이디야춘천,37.862232289894,127.71984690611
앤커피스토리,38.195607130125,128.58138079811
바다담다,38.212833741968,128.60104479839
대진항민박&카페,38.502567858214,128.42667869983
베리웰,37.32673196598,127.98655777912
나우커피,37.881845997861,127.74695377575
카페입암동,37.80468132969,128.89246826326
양지다방,37.495147986225,128.84967683222
하이데어,37.156929457243,128.98844089436
바빈스커피평창하리점,37.368473386142,128.3914284105
카페357,37.284264089137,127.90902031384
지혜의숲마켓,37.880085885478,127.729351015
비엔망,38.203466868294,128.58975547696
송삼길19,37.332642781917,127.91817045464
헤이카페,38.078241914287,128.62594111716
잔잔,37.323889695043,127.94340997135
카페1108,37.798638335956,127.90968768343
솔안,37.760277862216,128.83993254754
협동조합빅샌,37.885423727127,127.73099130464
바다를바라보다이사부,37.475573426871,129.15952967183
앤트빌라간현점,37.365415289777,127.83197141049
고마리,37.867493284438,127.72322539393
성수미술관강릉점,37.771338113263,128.94854907412
약속다방,37.495376222193,128.85051628231
대박다방,37.635832415881,128.5575600449
크림드초당,37.787207901017,128.9128188547
월리,38.069025856082,128.6240504773
달리는커피단계점,37.347489860348,127.92694698357
예그리다,38.204584475909,128.5914657752
콘다방,38.204527960544,128.5901636669
카르페디엠,37.868438181886,128.84589836995
이디야커피속초,38.205292538854,128.58861697632
346커피스토리,37.79437659267,128.91904975831
카페C초당점교자엔비어,37.785002806817,128.91599325693
서연다방,37.441859181498,129.16655801947
복고다방,38.255918465071,127.19985107961
진흥다방,37.380821027153,128.66359467613
구공리,37.445379223796,129.16229563151
네모커피,37.879380237888,127.7400847338
청은찻집,37.351295141853,127.94908967362
수목원전통찻집,38.200839420782,128.55199969289
뮤르,37.331677993297,127.94928346892
명동다방,37.36752708042,127.93653542412
미엘,37.587797487795,128.41527701043
카페9-7,37.133325092149,128.97372769448
아야진카페,38.267708543844,128.55593376002
라온,37.857393576643,127.75621978492
카페드리오,37.375708220678,128.39173699141
슬로커피,37.868717885818,128.02010364591
태양,37.383779550972,128.6726433091
킴스카페,37.876261155237,127.73535554944
공대카페,37.772005960305,128.8701793578
용화산가는길&수니카페,38.086477579866,127.70199637861
카페인,37.766065989518,128.90984627334
삼보,37.760401783023,128.89767867222
카페브라질,37.774866151975,128.91370006429
카페124,37.808401708659,127.63638465737
카페포레스트곰곰,37.864900414143,127.73590762808
마리,37.178781090511,128.98845525761
유노샌드,37.346477175449,127.93660957867
탐앤탐스운교점,37.876700864426,127.73455826413
투썸플레이스속초서희더베이점,38.188138225903,128.60103588019
오라또,38.209586489072,127.21919937961
그리심,37.362635074383,128.3856857073
에그카페24동강점,37.200516429428,128.50728818763
카페하루,37.48443498278,129.10838904128
노보발효커피,37.802807936608,128.8706995994
스미다,38.200833418954,128.5794243059
비바로즈플라워앤카페,37.882939810927,127.73626385171
심바이오스유한책임회사춘천,37.859413836117,127.74857607568
하니엘,37.765537229718,128.95281064789
앤트빌라,37.325713127139,127.98217983531
노브일리,37.757536622623,128.89292297333
감성카페오늘,37.74582182984,128.89073975498
복고주의,37.185343753476,128.46956893829
쥬씨철원와수점,38.239035456949,127.43745878308
명성다방,37.383328806719,128.67109224482
이디야홍천,37.691845080035,127.89777525974
카페라포레,37.878869570335,127.72549046467
나우커피강릉입암점,37.748855214769,128.91117875645
고인물,37.876902583961,127.72431556004
정원,38.100114010124,127.72601028356
데이오브투컬러스,38.193829823885,128.59976977793
카페로천커피&전통차,37.670243713205,128.66850970059
어나더먼스,37.906590251141,128.82509271641
명휴게소,38.201439685697,128.58435005899
공차춘천강원대점,37.873636044398,127.74207138026
혼디커피,37.889374362275,128.82604882764
행복한디저트카페,37.482068013926,129.12335811164
아마떼시인의정원,37.493768409349,128.02011581204
몰리프로스터리카페,37.699589457171,127.90284505807
하우스603,37.768656925268,128.90919699186
초록놀이터,37.39067412739,127.86815604521
뷰티카페TMBT,37.765245410999,128.90525085713
헤이마잇,37.771840272272,128.91000783304
두유노우동해,37.525267273136,129.10390193352
더벤티강원대점,37.873143090612,127.74326661
아나엘티하우스,37.330486940163,127.94571835461
투썸플레이스유천지구점,37.756532883189,128.86562887535
강릉THECoffee,37.880817780227,128.8269081358
페로몬,37.755657925592,128.86330359141
나포리,37.552942901833,129.1177664763
깔루아,37.751255242541,128.89664899197
비안카페,38.50028862625,128.42416597158
뉴욕쟁이디저트,38.10636149781,127.98941512991
조선커피로스팅하우스,37.861593158622,127.72009935515
뒤란,37.872152475719,128.26059992295
리얼스노우,37.801538581596,127.53930396543
테이크미,37.380096444389,128.66585793729
메가엠지씨커피경포해수욕장점,37.799819322857,128.91317842601
랍다,37.856217811053,127.74981426153
커피프라자,37.876346924659,127.74565398453
스톤플랜트,37.851431745675,127.7448759744
맘인더가든,37.92971355355,127.78586458913
청춘까페남부점원주시니어클럽,37.343016116873,127.95447888292
이디야삼척,37.443745242292,129.16352475536
smama,37.301246756426,128.26233971916
카페도깨비상회,37.489534381785,127.98793090607
카페논에,38.19830242176,127.26318372189
카페르르,37.375586100294,127.88189008
커피로움강릉점,37.758472395814,128.89309310564
무재커피,37.860387614816,127.74469736618
사공이,37.86522871396,127.70349190241
요거프레스강원공현진점,38.353298033592,128.51061620863
이야기,37.872016085091,127.70814773923
리빈카페,37.831351301275,128.876873995
순정이네진부점,37.637300872531,128.55761634011
메가엠지씨커피춘천,37.866799550908,127.71944317933
엘로시오,37.844254405022,127.71513138334
델라커피,37.690874885846,128.03539710683
하조대커피,38.023807776525,128.72123218638
페이지원,37.353486305357,128.01066414336
띠아모샵,37.318779469844,127.96419670298
처방전,37.877432874732,127.7276215054
용다방,38.104108998614,127.98930142998
희카페,37.745002086223,127.79647412597
로드1758카페,38.037622579062,128.69537118644
더코너,37.332876126083,127.93080928594
투썸플레이스,37.343914548431,127.93043799049
이안카페,38.105466614867,127.70760919418
빈,37.771421740243,128.90936705587
디저트39속초,38.198167158929,128.57930042394
아이스쿨,37.866893090581,127.75316518729
구구삼,37.31957491509,127.97356114106
카페그리고,38.117895710882,127.29330172275
소호카페앤스튜디오,38.210632257262,128.59101228086
달항아리,37.25523062818,127.91000219536
로뎀나무,37.860888306004,127.734785455
상상초콜릿,37.200993219811,128.8540398604
옹기종기,37.438956667423,129.18837880636
솔향G카페,37.828785482008,128.81642147436
카사자밀라,37.369824474128,127.93573186858
어느멋진날카페,38.138891378391,128.61487999286
손탁커피홍천,37.735312315926,127.93673337382
와타빈강릉점,37.756190261625,128.89935275858
빙톤카페,37.333415805921,127.92913861428
복다방,37.181862749239,128.4792329605
삼척시노인회쉼터마당,37.443179193958,129.16610387916
컴포즈커피원주샘마루공원점,37.375027266781,127.87304994358
메가엠지씨커피삼척교동,37.448310519404,129.17476143772
컴포즈커피강릉중앙,37.753493251695,128.89973999223
스타라이트,37.328377302114,127.94351944832
행복카페담쟁이,37.437425475175,129.15283883122
강릉시니어클럽한송정카페성덕문화,37.76324831969,128.91881198737
제이,37.525822345645,129.09751806846
커피벨트,38.201431084275,128.58245468335
강원산양산삼,37.738404443506,127.62921615464
향미다방,37.306034950969,127.81582531934
469수피아,37.326447428536,127.94048551385
라르고커피하우스,37.323014360428,127.94084929062
미르갤러리카페,37.56431843613,128.43205818625
정오의꽃,38.083873856548,128.61555887334
빽다방원주,37.323397048067,127.98082636438
금강다방,37.208665379156,127.75021035795
나폴리아봉포,38.250642213015,128.56016816731
하이바이,37.566570311116,129.11927182511
임당정커피,37.755928707087,128.89465131595
무이커피,38.204372957991,128.58873516957
어도러블독,37.697176646268,127.89470617277
커피헤브론,37.325966122895,127.98751704414
꽃카페,37.546765779332,129.10682169874
아삭,37.472654895086,128.72569367692
라이픈커피,38.199961928258,128.57526150772
충전당,37.333154718814,127.92953383236
쿼드강원대점,37.875647444148,127.73893839925
엔조이무인카페,37.877667514291,127.7356915421
카페레드빈,37.879186089136,127.74193835132
초원행,38.205096298054,128.58280359204
화월비,37.865607862845,127.75043036028
원덕다방,37.174695444318,129.33766374838
이디야커피삼척,37.465558139354,129.17187740761
카페라온,37.170387225314,127.88690588779
모먼트,37.865429456212,127.71922106187
카페수니,37.520753008457,129.11063428084
블리블리,37.856191653665,127.7588715952
커피에스투,37.371755012953,127.93985133405
마실,38.149551291929,127.30764602647
만토,37.322507695823,127.93690051618
언니카페,38.185814693918,128.57750174375
가배향옥,37.757716146785,128.89538781403
카페막싸도라,37.929593387774,127.78420411949
쪼커피,37.674206687676,127.69615947745
카페어퍼스트로피,37.75470180836,128.8995844033
이디야커피속초대,38.16946414277,128.60569858812
봉다방,37.332358367168,127.92408400831
슬로우루스트,37.338195433863,127.93565725509
고추다방,38.074892706824,128.62208291479
"카페,꿀박스",37.520083735568,129.1051378077
커피톱,38.175493686841,128.60704962426
카페담,37.874092529717,127.75326620498
브라더후드,38.191787293698,128.60276685053
디어쥬,37.444364687928,129.16741059314
홍다방,38.202166768942,128.59386675081
삐삐커피,37.757865928124,128.89346032475
신북커피,37.929610364957,127.77878934674
우나멜로,37.725015457803,127.54686836666
피어52,37.552367827758,129.1185501016
카페보이드,37.882172056585,127.72752447589
쌍경알앤에스,37.769020474755,128.91808887003
카페옥남,38.210374331925,128.5867509433
리얼빈스,37.308984057578,127.81740879174
카페꽃이피다,37.324847694778,127.97992329994
그리너리:D,37.795133576805,128.85189727852
커피리뜨,37.873923710414,127.72198508176
디저트39동해천곡점,37.522536794912,129.11353418638
커피향기,37.761911202146,128.90765034088
감성커피원주,37.323802237906,127.97898704404
프리오,37.317456371893,127.96972580128
카페오이사,37.444516442722,129.16572909811
핸드드립곳간,37.754279008051,128.89119293257
템플라도커피,37.374978148689,127.87774716399
사가,37.381096414898,128.66590065405
시도푸딩,37.758090990888,128.89348572925
빌리비,37.879608214062,127.72929592402
낭만찻집,37.244620080685,128.77478662101
수커피하우스,38.446326551358,128.454391782
커피숍마실,37.850099141779,127.73309689254
잠자니,38.103622167658,127.70503960697
엔제리너스춘천강원대점,37.873297007449,127.7436070798
순,38.173554681267,128.60567537548
아뜨9,37.765352072126,128.95230887728
커피커퍼안목점,37.772646307132,128.9472150168
바부각시네뜨락,37.871134676873,128.84178054122
까페14-7,37.489327539882,127.99299709868
컴포즈커피강릉역육,37.762806595999,128.90133958959
소돌다락방,37.904428296639,128.82245317264
메이드,37.49061612127,127.9933814703
팔공티,37.883135256671,127.73905975838
주주산방,37.362839181994,128.01636660571
메이븐커피,37.771809733161,128.898724649
오리상회,37.337591143419,127.9979881618
시민커피,37.850313701924,127.75297047412
송카페,37.48980468911,127.9877386187
원인더스트리,37.909988669068,127.75290756116
카페혜리네,38.185164434906,127.32115539661
호시탐탐,38.439642473212,128.45416659979
노랑노랑,37.877578938946,127.75299312508
미미맨숀,37.367058169128,127.93591486825
게락,37.755556601684,128.88185713906
7커피,37.706024790831,127.85245893489
고성빵가,38.303140728158,128.54494211576
사니다카페,37.40663924686,127.9145318273
벤치,37.870821525399,127.70246924745
허니포레스트,37.300109781269,127.94463475164
테라스,37.73736092379,128.87392619976
플랑,37.320267139644,127.94326600821
셔플보드카페,37.753270504827,128.89467604789
