상호명,lat,lang
컴포즈커피파주금릉점,37.7516404906144,126.767891229754
모노치즈,37.7400758139353,127.048474182072
커피에반하다호평역점,37.6547169044071,127.244607184429
안여사커피,37.6706373806492,126.735271684602
글린공원,37.6499692569173,126.649216205422
메가엠지씨커피분당중탑점,37.411596786543,127.138564660056
델리타임,37.6518769840743,127.128101803615
우주라이크커피서,37.2424999164606,126.984130324531
코너스톤,37.6569077246511,126.677910235579
노을,37.1624590898046,126.618378251562
셀로나,37.3036950025816,127.002416158426
더러블리,37.284831131165,127.627742669028
카페온실,36.9812798747392,126.928060448409
기산제빵소,37.7773991908163,126.958306251895
유로,37.2621929323779,127.019908484473
카페봄,37.4859490512472,126.755895487804
빽다방성남,37.440727036526,127.132207547944
알,37.2879845197482,127.009378971728
쁘띠빠리,37.7008232791477,127.457461068897
그나데,36.996378219107,127.107174026773
메가엠지씨커피부천남부역점,37.4829571122298,126.780039779242
카페주비엘,37.3666255524739,126.805893103319
해페해피카페,37.4622353710767,126.881329821232
딩글카페&캐릭터마카롱,37.2797432601761,127.1513575327
유플레이온,37.7417870260193,127.048384198947
커피온리옥정,37.8210315243175,127.094130329903
불다방,37.2035821838257,127.546523199616
커피에반하다,37.4418459636282,127.136116039345
감성커피,37.0104560353289,127.256502942384
건쓰화서점,37.2801053234585,127.001430783958
메가엄지씨커피부천번영,37.4974612615828,126.776309384976
커피그린,37.3971229029098,127.272273390197
앨리스카페,37.4003988563672,126.930318974675
빈103,37.5831478281054,127.148185769386
이디야하남감일지구점,37.5093217391003,127.162949355484
커피와느티나무,37.3157862432448,127.070884290246
미고,37.0145713941212,127.264722344718
이디야안산본오동점,37.2976208094663,126.863402461854
컴포즈커피시흥,37.4365105055472,126.8031564181
카페720,37.2659308614557,127.109830534005
빽다방시흥거모점,37.344052225751,126.785360451091
조이아인비토,37.8223358508828,127.158211386899
카페풀,37.7271111768112,127.189692694031
맛있는커피,37.2923188481857,126.86114763689
디저트39덕계역점,37.8182305129055,127.05191278794
과자상점/The맛있는과일&1L커피,37.1308089207711,126.914014134964
카페쏭,37.7058142811375,126.654837350459
법조로카페,37.2917338776064,127.06829289852
브라우나비커피,37.6577096822986,126.841581394543
더벤티별내,37.6660006768128,127.117791968488
예언과커피숍,37.4416280741573,127.130976648801
이삭앤커피,37.4438280394984,127.142263709041
카페243,38.0225965147088,127.282543592524
메가엠지씨커피판교,37.40206570525,127.106099242447
블랙구스,37.3174879519741,126.835451206441
스몰띵즈,37.8918974141847,127.058756805529
차차,37.2792214659759,127.442887428126
야단법석,37.7118349718331,126.858352664477
커피좋은날,37.247137219621,127.053321127355
카페베시노,37.2221411333452,127.051109604188
투썸플레이스화성동탄나루점,37.194413363313,127.074919327916
보드게임카페지니어스,37.2016924979266,127.071236983975
청평카페,37.7383682840631,127.426677725386
핑크바케스,37.3124978536357,126.837468559907
토리커피,37.3703454334447,127.122631951515
몰리,37.1746051692024,127.055262858137
나무그늘,37.0078685583384,127.199514689253
고품격커피공장,37.7164880856203,126.761452862517
메가엠지씨커피안산스마트스퀘어,37.3235953998879,126.785091816891
정조살롱,37.2847581247484,127.011473727311
커피에반하다,37.2758355179995,126.97418821943
브랜드커피맥주,37.4625118943932,127.142909430776
개다방,37.7015006977568,127.190549906109
다인,37.9043308526574,127.05198040912
시현이네,37.6059199027413,127.177769390562
카페마들렌,37.2746532957754,127.049537558656
커피베이,37.4130817655764,127.12726237331
땡큐다방,37.6540845637419,126.623303539655
엉클카페,37.0018292316933,127.226442069592
판야커피,37.2806748392732,127.441523481416
커플데이브람스점안양시니어클럽,37.3845765505989,126.931356823432
희망터장애인사회적협동조합,37.3675126964148,126.95481026205
나잇인데이,37.7423782480255,127.047956813637
버터컵,37.312876053629,126.839279023242
셀렉토커피,37.2845394488402,126.991955723516
라운지,37.6460384938306,126.781365900668
이디야화성조암점,37.0824047146336,126.817305488964
글로리아,37.3004829242649,126.856512759319
메가엠지씨커피용인,37.3037382537592,127.123992928548
카페디쉬,37.3903216336673,126.95412100177
작은언덕,37.3228466348005,126.837929707616
커피온니,37.4488352335827,127.127118433393
나무아래서푸드트럭,37.6925958116656,127.199400346407
오르또커피하우스,37.2069222219809,127.093771944792
카페,37.7721672614243,126.720740624353
"카페알자스,살롱드롬",37.0995297928395,126.900128745597
파이홀릭,37.7326801119793,126.766708012696
카페추남,37.0060154002864,127.192005936546
다온다방,37.7195609133889,126.635022997703
쁘띠이자뷰,37.2794341659578,127.015975010751
내음,37.6708738085983,126.781696652599
더모노크롬,37.4929309487366,126.78085006975
투썸플레이스,37.61351671999,126.834474637972
윌커피로스터스,37.6235297886722,126.834748777682
테라스9,37.4469897611766,126.79165422281
바르바,37.2599208386568,127.025202680202
투썸플레이스고양,37.5984290590895,126.890085898226
컴클로저,37.7148391826418,126.761446287626
카페차이힐스테이트,37.2126873248438,127.092339740318
카페아프리카,37.3088433756409,126.827812166367
카페이리,37.2893128947903,127.049398298626
딜레이,37.3091972706666,126.851033714599
모모라,37.8275112769041,126.98179755834
크로문,37.470726221526,127.141198996792
메가엠지씨커피남양주사능점,37.6577491470117,127.177934837293
이디야의왕백운밸리점,37.3703546295351,127.009674282969
로터스,37.3097781341821,126.943336366555
카페카롱,37.2096707767245,127.03559463262
커피지애,37.0066478728785,127.267236928909
코코커피,37.3442736817213,127.179931063661
카페헤세드,37.3996775896002,126.972954317745
카페도노,37.1979335224987,127.076825113699
카페희다약대,37.5144764091348,126.774052085622
란티,37.3471644127373,126.745977425127
설빙,37.2673081995955,127.002298826192
엄마손,37.1015103685168,127.100890439353
서로좋은,37.5908965595273,127.146897180929
복다방,37.3314854702211,126.79093400816
문화다방,37.4421162742208,126.784737519866
조은날커피,37.4173980650462,126.908217473416
댕그라미,37.7498532950464,127.192338415674
메가후르츠일산한류월드점,37.6599168982469,126.754890573869
금은카페,37.95468281862,126.918780644859
견복궁,37.6607191035205,126.680336023777
핸디로,37.6968520016901,126.85379729738
카페로스팅빈스,36.9708117612545,127.109415667088
맨드라미,37.161782980147,126.903607072675
블랙커피,37.3502175913379,127.3456986067
커피요,37.7458568338812,127.054754442884
리본,37.2028246733141,127.061681568748
빽다방일산백마점,37.6549409524316,126.790161994194
헤일로,37.3600876145878,127.04203798712
컴포즈광명아크포레,37.4733184890216,126.855015258805
이디야커피안양,37.3949592154058,126.960945724228
컴포즈커피성남수진역점,37.4368788944066,127.142004018248
디저트39,37.3207354019815,127.114656677504
먹통,37.7207691117159,126.708671696133
성은이커피이야기,37.8793033261457,127.023587370922
커피더테이블,37.1969739616941,127.023455662429
허브아일랜드송우점,37.8296533627162,127.140918143081
비스타바이,37.730546128453,126.748036668054
에밀리스톤점,37.2011675359891,127.09185812848
카페1913,37.4181896318323,127.244876667585
이디야커피도심역점,37.5792636500187,127.219783046151
노블렌커피,37.3452270046893,126.733279018327
더벤티홈플러스부천,37.4848555208109,126.814280620734
카페빌립,37.3087821335566,126.828907341722
카페다원,37.1463019806221,127.584689022802
공방카페,37.3255099957502,126.942224730085
카페에스쁘아보훈점,37.7584889455425,126.777492024788
포션,37.4947818133539,126.763009040626
요거프레소장안지구점,37.3193837865984,126.958602343981
싸우전드,37.2834573050753,127.036210094215
오묘한카페공방,36.9349001997707,126.971007766858
호시리온커피컴퍼니,37.2821870947916,127.114702462627
그림한잔,37.0768293260489,127.058018100029
도자기공방숲,37.8820286094904,127.053903333967
페트로,37.0676605779247,127.06315804617
컴포즈커피,37.2656707592047,127.001531221106
바리스타치노,37.2862753431079,126.980012289788
드랍탑시흥시화,37.3499428158486,126.736958261878
로스터스카페이소이,37.6475354417672,126.672931875475
위스크,37.3971780984483,126.967375284631
유노이아,37.5399110518235,127.217907498021
더샵하버뷰,37.2035979612521,127.321585399231
광주시노인복지관카페세잎클로버,37.4168975585727,127.24998469311
어바웃네이처,37.2389020315535,127.35517132671
킴보루트플랜트,37.3448660186779,127.15148295958
투몬스터캔커피,37.3487749290854,126.784595885154
운남보이차,37.387658948479,127.12314168065
이디야양주장흥점,37.7173051924106,126.941510741625
테오플라워카페,37.3481660531695,127.338131553034
포트캔커피,37.2666929924683,127.032398768968
이디야성곡동점,37.5169953789885,126.800876646566
윤카페,37.8940099595891,127.049190792503
서목,36.9912365844414,127.082856699499
메가엠지씨커피파주주내,37.8326217984358,126.817120102771
마마넛,37.7383184181894,127.090657585589
커핏집,37.393607777749,126.914819210755
시나본평택신장점,37.0811938072679,127.052745463234
카리스커피,37.3840056147639,126.948077150529
아띠카페,37.5993449701136,127.13528351471
마리스,37.565392682685,127.195069898822
피너클,37.7361469077021,127.043963607783
동굴만화카페,37.3991115720787,126.921527720436
북한강이디야,37.6150656599074,127.343135851126
커피에반하다,37.2866608802033,127.064881951478
라이크노아더,37.2702479317447,127.007920131686
"베이커리,사계",37.2806711057479,127.118035580968
디저트39김포라베니체점,37.6379743846577,126.676818242684
달콤코믹스,37.3362691857867,126.811294007571
춘삼커피,37.4730905705617,126.865012671894
파파커피,37.3010339799831,126.786966296403
휴더파티오,37.6279652553844,126.692266666663
공간,37.3090797751289,126.828936567201
더맛있는커피궐동점,37.1597720034922,127.057406494943
카페222,37.2626440699974,127.02543815793
랑데자뷰,37.8940099595891,127.049190792503
비엔에프,37.9115482150159,127.055390474277
카페지,37.2912246507443,127.005704903073
박민준커피스튜디오,37.4184337516128,127.124771334371
앨리스,37.2846211205386,127.012332589615
들녘,37.9954664923869,126.919377635473
다온,37.0050229138623,127.269690737597
알비커스텀,37.3579483606405,127.373886530475
이디야판교봇들,37.4042606090525,127.115188422935
그리즐리하운트,37.5026228964082,126.770977432624
커피맨,37.6229054506564,126.843639672001
패스트카페성남,37.4189304994067,127.131035639472
카페딜리,37.2658466515453,127.021518477324
유로크래프트,37.7092439078204,126.854105463092
아마스빈운정,37.7110694912103,126.744928031659
할리스김포,37.6547349476769,126.67698548932
빵선생프랜차이즈임대-김영자,37.3252555636054,127.060477289081
에덴뮤직카페,37.2937118177121,126.871108069638
메가엠지씨커피파주,37.7250364533591,126.710832252694
전원다방,37.3307378078044,126.791837419476
금남리강변산책카페,37.6319686417312,127.351133217798
숲속빵마을카페뻐터우드,37.7866380472481,127.027226115695
빽다방안산월피공원점,37.3290004872152,126.84524832297
커피인류용인역북점,37.2322832863344,127.187467789735
커피반점,37.2730347763829,127.061261926601
인,37.5060150895056,127.434725454637
이디야시흥,37.3804742901155,126.800502092988
아띠커피숍원천점,37.2740188024778,127.054698527408
정카페,37.0242401550974,127.058072173456
카페이오이,37.272119486051,127.435024233371
블라썸,37.4178019184686,126.816298894959
몬스터카페인,37.4380200183539,127.132916826097
한국생활안전연구원,37.4282655938422,126.992528747881
도기동커피,37.0032068428913,127.264539670817
공차,37.3059829976394,127.084834800009
파주커피공작소,37.8144889223913,126.793536699882
디아트커피,37.6708904221988,126.777207631567
카페도란도란,37.1344588038558,127.083708298091
카페상상,37.6398188502613,126.674179539147
포레스타,37.2888982909203,127.013054857846
클라우드커피,37.0805136579455,127.049953431856
커피베이부천벚꽃,37.4923396228618,126.742491115456
100번길11,37.208002268187,126.829452699157
커피마마,37.6894116500946,126.770803699431
폴인투게더,37.1050405200601,126.897753977587
라일락커피숍,37.3311422721583,126.792620819999
시흥시니어클럽시니나떼,37.3769174341198,126.784841910466
와티프커피,37.479708449719,126.77607887504
가빈스,37.5069313737497,126.75734567596
카페리올,37.2916671385645,127.512632864148
투썸플레이스서,37.3909474863771,127.090872488713
카페마망,37.2614694799822,127.047189193948
메이드노리터,37.251944543732,127.637835817789
소금커피,37.000768984301,127.146682068355
요유,37.3142362916588,126.828269940087
카페디오티,37.3722316547209,126.949427065237
줍,37.5013977989749,126.784942176397
딥블랙,37.6405020443056,126.678858219038
달리는커피,37.3997445298266,126.917825385494
커피앤트레블,37.5121327870459,127.401671843125
이디야커피안산선부로점,37.341419978473,126.807387028359
손커피연구소오매기점,37.3551738382845,126.986541929863
고요재,37.7627841375286,127.363055666254
카페로컬팜,37.0129513623762,127.325767118446
허니&올리브갤러리,37.2820050327831,127.433213667863
산장커피숍,37.6537117042345,127.104791187989
나의봄케이크,37.2713756273529,127.053198133927
소느로,37.3602305930794,126.922513331511
더커피에반하다,37.7912971603388,126.69544444228
오픈더그릭,37.6048958389358,126.892685241034
카페블루웨일,37.5020081895175,126.773385149792
카페끌로조,37.6383681519263,126.830959332943
감성커피김포산업단지점,37.6118547554016,126.605666297173
더벤티,37.8547075461086,126.786381667101
