이름,lat,long
미스터피자첨단,126.84238871671,35.219117037791
대패가1900,126.85781989595,35.147802205912
에로스모텔,126.89606962947,35.180002728294
투모아,126.93234522354,35.131147996309
고산국밥,126.90378452431,35.194954653123
계절따라남도맛집,126.8928664906,35.141736656508
깐깐한수산,126.82374802229,35.222227357059
현대인력개발,126.89895481492,35.20132867754
공간듦,126.90888746959,35.134373379806
블랙독,126.86390707228,35.152799026459
웰메이드주월점,126.89746387614,35.125499445732
나비야무인텔,126.90531067016,35.163852629604
스타롱,126.81016133592,35.181505784753
멘토르7스터디카페,126.85497202843,35.131739669669
토탈인테리어,126.90072394615,35.13844600444
골프존파크학동유정천점,126.92950043999,35.1322135895
엘씨통신,126.84348525843,35.213827440821
제트,126.85965635633,35.158545980003
밥집술집,126.89349999439,35.151684764245
황금휘트니스,126.80088434855,35.141861870748
놀부보쌈놀부부대찌개,126.927192896,35.160064243095
정성건강체형관리,126.9264581994,35.174209549509
지조있는카페,126.84133322889,35.196770874329
로니스룸,126.92569524431,35.15125339515
퍼피쿼터스,126.88780074416,35.144664850668
옥동촌,126.75584289335,35.124966677172
코러스,126.91871017748,35.153291500368
연탄구이집,126.8028712038,35.160549068262
황칠&참옻일미정,126.87767448265,35.152458618917
온다방,126.91061787121,35.131324211551
어나더21헤어,126.81497901872,35.191477156534
진다리화실,126.90596825335,35.136870958907
한국취업지원센터,126.90973585225,35.150570003707
미스싸이공,126.8428138153,35.220121626265
세르미오,126.84494638212,35.157937907871
촌닭이두마리,126.81082400399,35.151829937559
우리푸드시스템,126.90925799587,35.155126735209
현대오일뱅크직영학운IC주유소,126.93979101305,35.132331092491
양지바른,126.91540506042,35.137694927792
셀디스터디카페전남대,126.91291660431,35.174638621342
오성통상,126.89541755441,35.135666538442
큰길공인중개사사무소,126.80832529217,35.175664848585
아이스콘진월2호,126.90199696958,35.113912617114
주인의주방,126.85103443682,35.154282099817
나나에너지,126.93375711986,35.173480796361
패대기에프앤비,126.84970874484,35.214112075666
고등전문독한수학학원,126.84793344962,35.150034177702
더울림,126.80376370187,35.170058395291
지니박스,126.8478711825,35.152115781782
아우비,126.91938979034,35.159165614729
일등부동산공인중개사사무소,126.85761468508,35.147565911162
아이스크림할인점COOLGUY,126.8008768882,35.176772138908
푸드킹,126.86823480697,35.209563464481
청춘광고기획,126.92992942135,35.144710698253
네오PCZone,126.79903866072,35.136777836708
웨이비헤어,126.91362177516,35.177745718802
에이스진공인중개사사무소,126.83875239007,35.191391976013
슈넬인터내셔널,126.90317553975,35.164274996942
유디자인,126.92514874459,35.150248003513
신가수산회포차,126.83563288296,35.185313783129
슬링트레이닝센터,126.89666500669,35.155436361367
명가당구클럽,126.85903609149,35.13378809364
라임약국,126.83836078795,35.184961400409
크린업24광주송정역점,126.79329426877,35.136414301669
스마일당구클럽,126.92985493934,35.132793613004
페리카나,126.84371545585,35.15495160398
오렌지뮤직홀,126.84630345171,35.218802872968
프로골프마트광주점,126.87846440188,35.189251415122
금도끼아구찜,126.86353747881,35.174636081779
치킨튀기는오빠,126.87988672122,35.120759208709
이마트신세계,126.88207639976,35.158809020915
이현카츠,126.8689837658,35.14600500323
예일줄눈,126.88577640975,35.173211191037
대촌당구장,126.83494328627,35.081954378433
가온엔지니어링,126.89583431742,35.158430415089
세븐일레븐광주월곡,126.81274460507,35.169957464611
포인트공인중개사사무소,126.91247143542,35.171795255657
왁싱데이,126.86399170103,35.155395808515
희망냉동,126.77618037163,35.14643724963
자라,126.84548130679,35.219462051571
바름디앤씨,126.88866659507,35.152010095946
네일25,126.89799750555,35.134752579963
담은공방카페,126.86409560322,35.155027214961
M.S골프,126.8971498051,35.1292644078
빈샌모어,126.86626121528,35.118370036004
샤론에스테틱,126.88050388163,35.15662215959
피굽남피자광주,126.9056181005,35.140897016989
투핸즈디자인,126.896938513,35.137609368637
이삭토스트광주,126.85496421202,35.131514249023
광주24시스카이동물메디컬센터,126.85815281276,35.150680761822
치킨,126.80650227099,35.177963433701
7080술고래,126.92625995129,35.173423584328
떡볶이삼촌,126.8884466429,35.101980856554
촌닭이두마리광주시민공원점,126.84319215204,35.153152856962
오케이시골,126.69919422033,35.115601565709
이정돈돼야지,126.87698710333,35.10501209745
엔젤국어논술교습소,126.83823944821,35.195028617381
오계절,126.90642273117,35.126680311326
벌크커피방림점,126.92066903737,35.134605077589
무안수산,126.9012661761,35.153621314983
이루다협동조합,126.87994998807,35.105715552903
원탑광고,126.83399633852,35.16075348887
소향흑염소,126.77862294304,35.121034010561
바른플란트치과의원,126.92935510439,35.129904734514
투썸플레이스장덕점,126.81458876251,35.191130814838
샐러바웃,126.82989699499,35.187935589676
벌크커피하남,126.80650227099,35.177963433701
눈과입이즐거운짬뽕집,126.89795881629,35.186446802136
현대공인중개사사무소,126.87645922146,35.154637724313
시애틀,126.82899706924,35.200149541728
지앤,126.80866333336,35.174316110111
이지존,126.86181989283,35.122979582596
리포윅스첨단1지구점,126.84645545147,35.214270409987
조푸드,126.83815460884,35.211009183907
영월수퍼,126.90185587759,35.151391216372
로맨틱가이,126.87358029305,35.177172639359
장백산,126.79250180104,35.138064946072
김재준공인중개사사무소,126.90993113532,35.123575066187
정국싱크,126.87674008431,35.166142005542
단아아구찜,126.85854343653,35.142355641235
크린업24,126.8911011156,35.187727266455
미니센트,126.84923635322,35.222679653849
씨유본촌타운점,126.88071954932,35.213753754893
네일메이,126.83541064094,35.212425018233
마피아떡볶이,126.87200649639,35.152811606259
컴포즈커피동강대점,126.92594264622,35.170004507836
세중밧데리,126.78688015825,35.124983861664
다산리빙텔,126.91596392878,35.146028791059
을찌로국물떡볶이광주수완,126.8372870845,35.190197112537
광목쟁이여우비,126.90878693351,35.127927515504
진스뷰티샵,126.87397275064,35.182945134705
비주얼플러스,126.89620755791,35.170611551458
호호만두,126.89092433469,35.17891913077
스케치북,126.91853479568,35.142491265481
신성통상TOPTEN광주연제,126.86701519128,35.20564909306
더봄미니멀커피하우스더봄,126.91321015904,35.175677850573
이화커뮤니케이션,126.89574602221,35.138157370278
스토리테크,126.85824303964,35.224288260885
케이알트레이드,126.9088825281,35.161874757514
비와이제이에스,126.86955666161,35.138700099321
환진,126.8594348029,35.15397387695
지에스25화정광덕점,126.87746587314,35.145272631309
디저트39하남메가박스점,126.81090848144,35.161863112172
엑시옴광주공식,126.89603259456,35.173809876045
제일아구찜,126.93389084007,35.17332873718
대성쎌틱중앙지점,126.8913214153,35.15047501641
우리동네PC,126.88007303512,35.152021106167
집중스터디카페,126.85175781472,35.127004017493
에이스당구클럽,126.81812386579,35.173723744227
벤투테크,126.81022115927,35.169112452113
일이3,126.92485466507,35.1308834696
파더아뜰리에,126.8965729462,35.176879509463
"하늘공방,SJ아로마테라피센터",126.86733141064,35.121102239757
유일세차장건설,126.9077210525,35.157618750489
까투리,126.83786449509,35.196683551585
디셈버나인,126.92504092369,35.151770398875
건영회수산,126.89421020204,35.177867512824
더리터계림,126.91752353664,35.155876908641
켈빈클라인언더웨어광주3,126.85455658176,35.1512146891
오페라노래연습장,126.87964691317,35.125453239565
쏘다랑,126.91026710558,35.128003930911
장봐주는언니,126.90768104727,35.121184142401
해뜰날,126.85780339798,35.148982864833
라라네일,126.89241957619,35.207885209685
북문대로주유소,126.85790186607,35.189041214019
제이케이푸드,126.86532400399,35.1456012186
바우네나주곰탕,126.9268767745,35.173266800582
마라미녀,126.90114811066,35.177903612634
구이랑찌개랑,126.86375309126,35.206465819226
역전빠,126.9064461994,35.161023512727
쏭언니,126.88807671747,35.151806378604
즐겨찾기헤어샵,126.92794642169,35.158682771674
상록페인트,126.85187984448,35.169099828992
용천통닭,126.87375427691,35.213094251027
아침애,126.93267537761,35.173092686026
무등콩물,126.92907416309,35.176477163621
뉴시카고당구장,126.89729479322,35.12502016945
요가아카데미수완장덕점,126.81526886362,35.194202142152
더맑은스킨,126.81853592817,35.180145566362
코웨이무등산,126.80542782558,35.152344722299
사각프레스,126.91277664915,35.149686923142
월곡당구장,126.80959543271,35.170620617451
심야식당61,126.91054945713,35.12822280376
네일킴,126.8667656442,35.158765924159
더줌마트,126.90623421617,35.133393986412
비제로스튜디오,126.92464884341,35.153209145906
에스와이에스리테일,126.89819824381,35.182536973642
메이크,126.85113336637,35.149586828125
재주당,126.9262466451,35.148545093244
스카이라운지,126.82927195371,35.200125158527
힐링텔레콤정보통신,126.87406207848,35.157355683225
엠케이,126.75687989428,35.140471972694
소망공인중개사사무소,126.89214627188,35.20779257125
맛드림김밥나라주월점,126.89987330335,35.130713360078
세계맥주,126.85769397203,35.134036852553
새콤달콤,126.79686725286,35.137441346333
뉴은성,126.80393664683,35.179236104882
염주포스코한국파워점핑줄넘기클럽,126.87596734436,35.139327607317
김쌤학원,126.86299528758,35.206467719093
캠퍼스당구장,126.90055944516,35.17188602793
꼬르륵냠냠,126.77594741439,35.149535630169
빙고노래연습장,126.85854669805,35.134261220285
첨단컨설팅,126.86335008301,35.204650267945
롤토체스,126.93346637637,35.162959015389
서동커피,126.90413660824,35.14581423505
살레시오여자고등학교매점,126.92947209433,35.146951126939
김밥나라,126.80429333982,35.166872752337
청호나이스렌탈북구오치점,126.90686922822,35.184364231653
다함께야구왕-도산점,126.79347059143,35.13041286548
이시스부동산중개사무소,126.77925656345,35.147676125953
크린위드,126.86958171493,35.171005985349
달구,126.84935244948,35.213676029992
더스타일,126.90948972562,35.135289207069
통일카서비스,126.90049148529,35.14022864936
골드공인중개사사무소,126.81516311248,35.177282297371
해용모바일,126.82467367462,35.19001225641
원ENG,126.93409835365,35.165840013595
리틀컬쳐,126.82091604389,35.190183045502
부어치킨.분식,126.88027474194,35.173340734737
몬스터,126.90427181784,35.15783097892
안세약국,126.91761284387,35.146647464041
에이치피엘,126.87928418545,35.212703891665
한정아공인중개사사무소,126.849788969,35.142957910744
어울림당구장,126.82452246814,35.17840106179
화정탑공인중개사사무소,126.88093705652,35.145827543992
한울공인중개사사무소,126.82500565208,35.1913585273
반찬투정앤김밥,126.87318668963,35.212043371857
공육일,126.92147635011,35.157417483097
동,126.89489114742,35.17865793229
신흥이엔씨,126.93254507538,35.15198096679
고은네일아트,126.87909089393,35.142808857927
587호프,126.91785320618,35.133462238458
케이티씨에스,126.85825870724,35.131310970674
써니줌바앤뮤직,126.92869679903,35.181810043219
변호사이형두법률사무소,126.93262077794,35.150386169195
씨지컴퍼니광산지점,126.78100568834,35.154751511636
카스토리,126.85907512697,35.112894268492
코슬리,126.89355430212,35.20762517047
빨간지붕,126.86175055394,35.206735450724
신도시공인중개사사무소,126.88478825192,35.145881078325
써니갤러리퍼니처,126.87143374565,35.2117295898
피타과학수학학원,126.87187054381,35.178553869457
햇빛1급공업사,126.83677619368,35.225255665525
스틸샵,126.83995436188,35.190258747097
남광주영암상회,126.92078665518,35.138995910345
행님굴비,126.93158531079,35.159913767242
경영 컨설팅업,126.80111339523,35.202526705444
네네치킨우산소촌점,126.81118358576,35.160306427926
지글보글연탄구이,126.9088641714,35.188717882353
샙,126.9071416003,35.16155259311
페이지,126.80905011191,35.166613143859
아르미포토,126.93152479678,35.154468829455
스타보드게임장,126.86496524522,35.146147704095
승호광택사,126.90095499567,35.206106143499
던킨도너츠아이맘아동,126.87454759416,35.210523688079
도도,126.89670134792,35.129161172985
돈단지,126.87349044814,35.198002720544
카페달링,126.80654626504,35.157673877885
예향,126.90588769852,35.142071259905
외국인인력,126.77788983337,35.121639559242
레푸스,126.84733331095,35.146675321515
영맨남성의원,126.88314232158,35.16192863387
엘레강스,126.89286570659,35.192006951293
불닭발땡초동대문엽기떡볶이,126.81373880022,35.192195126952
현하사,126.91318290442,35.149672540022
여기서한잔하세,126.79809467011,35.176347957586
빛고을ys,126.91090860395,35.128442366076
갈비가,126.80721612299,35.179448721165
오소호,126.90398917298,35.170718265006
저팔계,126.85614835321,35.151184657899
현대옥,126.87990105782,35.160564658188
케이팝노래연습장,126.77802507196,35.147834973737
광주PAT,126.84474139269,35.218193069896
파워전력,126.85357939135,35.156721915831
메아리(광,126.90686922822,35.184364231653
현수진옷수선,126.87174487045,35.152682976199
라코너,126.91256813261,35.120804430699
더온반,126.82091604389,35.190183045502
두끼떡볶이광주,126.8250744289,35.190394722899
수아베뷰티,126.8727832732,35.182420282386
52푸드,126.91214311398,35.127191502115
모앤스킨케어,126.83923023654,35.205656323329
쓰담쓰담헤어,126.8766080772,35.154188411539
라이프카케어,126.86031235395,35.116214009191
내셔널지오그래픽광주용봉,126.89703840248,35.178181743213
초연,126.87578069309,35.197555287482
꾸즈,126.87486050856,35.133638587345
빛샘수학교습소,126.79544458557,35.132712994871
"염주흑산홍어수산도,소매",126.87199223565,35.141120486962
쭈꾸미도사광주,126.89651113328,35.178203982167
129클로젯,126.88186088458,35.209816263572
일이삼사,126.8499631788,35.150855691999
보금자리공인중개사사무소,126.91569449107,35.124140557903
자윤자수패턴연구소,126.91915935053,35.149203192933
블럭버스,126.91316196832,35.148770961516
114중개공인중개사사무소,126.87870481797,35.166151193743
맘스찬,126.77730942498,35.147990001806
띵까띵까,126.86140743712,35.122660222463
플러스시스템공조,126.82035165152,35.223897897442
드림공인중개사사무소,126.88070450124,35.163609753142
대신푸드,126.80385116013,35.214280613303
더스타일,126.93894824774,35.180349896939
판도라,126.85355615764,35.153684033127
시크릿,126.91521472134,35.144597887489
영광포차,126.80967351894,35.171288403492
명가공인중개사사무소,126.9171192536,35.157396645025
씨유일곡송해로점,126.90070870154,35.204823946162
와이푸드,126.92907200169,35.145658599849
K환경개발,126.84380943633,35.217300826681
아림행정사사무소,126.88277957639,35.214106292402
광제유리,126.83895950858,35.194584835191
뷰티아카데미,126.85173317081,35.222441965021
써스데이아일랜드,126.82091604389,35.190183045502
왕십리곱창,126.92706624358,35.180569722662
아키디자인,126.84909129362,35.15743652509
김삿갓통닭,126.93735198641,35.187429827071
우주공인중개사사무소,126.82758513586,35.179187903727
월계수당구장,126.84764998862,35.157684225417
공차광주,126.93620068006,35.162027582117
행복한공인중개사사무소,126.87399694371,35.182783110906
보그,126.91373322333,35.147901735058
엘리스클리닉,126.91301493447,35.148273877619
페리카나,126.82628631424,35.185530030551
제이비뷰티,126.92833920609,35.161372390957
제이앤에이치웨딩,126.91470195971,35.145197228247
광주만물,126.9092101265,35.144733275141
이가양정요양병원,126.8022619434,35.181139482737
부라더축산,126.91397744456,35.179894208275
돈워리,126.91596081248,35.176045026466
훈이아빠밥집,126.922975604,35.143594460603
풀빛섬노래연습장,126.8891366208,35.173945134037
열평집밥김치찌개,126.89031126552,35.142425381183
금탑철물,126.93301983291,35.119805359953
가람덴탈,126.86177783369,35.122059770623
디케이글로벌,126.8978809678,35.178387717579
이솝펫,126.87673983747,35.193291645826
아오르뷰티,126.90580815427,35.126692792312
던킨,126.91254705059,35.122390696128
우리공인중개사사무소,126.83818788859,35.194793764886
자매떡볶이,126.88073831203,35.209986166921
그 외 기타 교육기관,126.90337304822,35.181448194018
서강에너지,126.87340043402,35.17747743663
캐리어에어컨무등총판,126.89702988032,35.241341384487
어랏커피,126.82592548075,35.190006371559
한스문화원,126.86520971974,35.152252375403
해태슈퍼마,126.85091275727,35.157471842548
변호사황준홍법률사무소,126.93345779013,35.149320882588
빡돈구이,126.89699633944,35.178857398791
좋은공인중개사사무소,126.8592013696,35.124298033919
석문상회,126.73027959382,35.180802833249
투게더선운,126.77627548069,35.146681581839
에스지네트웍스,126.82279408672,35.179492968844
JP정보통신,126.86360926638,35.207329791597
비비드헤어,126.81709127346,35.181348323044
일리네어경영컨설팅,126.84923635322,35.222679653849
지오테크,126.81969236775,35.222395196366
온천집광주점,126.84830505032,35.215513888528
the설레임헤어,126.87507867972,35.21262883396
이수,126.90787611459,35.155871453559
아워헤어컴퍼니,126.84239810419,35.216908762734
변호사김지연법률사무소,126.9325589654,35.150917446199
복순이네회수산,126.81505318062,35.195443927616
그때그아구찜,126.88633075975,35.148653513336
소리헤어,126.86817290983,35.18790275055
제이비컴퍼니,126.88533311372,35.128453217189
희망포차,126.82496738145,35.177999759164
아르미가구,126.88159710387,35.157740961554
한국건설품질기술사사무소,126.93394975236,35.1654511081
한솔유통,126.83643670906,35.210560026614
엘림건설,126.89407480529,35.187862624089
경영 컨설팅업,126.80111339523,35.202526705444
삼성공인중개사사무소,126.84060282503,35.213394253234
마운티아,126.9071416003,35.16155259311
풍년미가,126.84768273359,35.221466048225
메가MGC커피광주신가점,126.8368177247,35.185379251293
세정홈플러스동,126.93044191963,35.17933763595
조선대고시원가인리빙텔,126.92832675805,35.147256489884
금호원샷,126.8588051065,35.141691080167
태웅인프라인,126.88291947952,35.19667490393
일바,126.85904119232,35.20728683089
7번도로국밥집,126.79537641629,35.206552972211
명인국수와숯불냉면,126.89207581543,35.183058007756
빨간코끼리소촌점,126.79188723912,35.157375349702
블랙야크광주,126.89819042871,35.182302542606
가위들의이야기,126.90544421181,35.143230049025
국수나무선운점,126.77056613471,35.148327384741
더나인남구,126.87521399703,35.104734255423
필노래연습장,126.86085683666,35.15825080324
티어원플래너스,126.84794745269,35.14748339424
오르다수학교습소,126.82655001515,35.191625887086
세원근로자대기소,126.93297209936,35.173068258518
금화공인중개사사무소,126.87229932377,35.213468299745
리더러시아어교습소,126.80750605695,35.172375777398
범클플라워,126.84645993669,35.19453933664
금호복돼지,126.85713644786,35.133103167295
2층맥주,126.84546282805,35.146242876485
마인,126.90898788774,35.127667920571
꼬치와닭갈비,126.92660374161,35.147259266301
미래경영컨설팅,126.86326528781,35.201278318974
제니골드,126.91344813358,35.150359975649
르뽀렘,126.88749333916,35.142255320308
나을재활운동센터,126.86064413003,35.206535755038
다온수산,126.8721509375,35.157455086863
워시피플셀프빨래방광주,126.87611793927,35.210538275333
옥앤터치,126.9270861421,35.145623004397
박민헤어,126.85025202411,35.220760365059
첨단돌솥감자탕,126.86589571486,35.186637542194
상지공인중개사사무소,126.84676421189,35.126334647272
강진유통,126.90632596975,35.134737888868
더바,126.88644198027,35.144517163034
서해수산활어직판장,126.93197956435,35.154103268468
양지컨설팅,126.84923635322,35.222679653849
남강카센타세차장,126.88873383861,35.143835119994
채담공인중개사사무소,126.81089838881,35.181404858382
세븐일레븐광주운암경신점,126.88952220231,35.173038270968
참조은푸드,126.8489278946,35.156569645162
수내닭꼬치,126.8478711825,35.152115781782
웰빙타이아로마,126.85965635633,35.158545980003
베스트무용학원,126.83746383451,35.190892869556
하꼬방,126.79540138306,35.138625618596
한듬레포츠여자사우나매점,126.83392851619,35.19855662944
월영화반,126.78886347782,35.131079001206
숲,126.91385052284,35.155591646853
동명동이층,126.92332571737,35.15033998464
일미리금계찜닭광주,126.83906770599,35.209359414461
민수정장작구이,126.89871948118,35.204932063216
성운T/S,126.87531244624,35.213198873685
행복청과,126.89225260862,35.166789628188
제너시스비비큐광주행암점,126.8881058863,35.102843070936
청년트레블,126.8489469642,35.152098965343
파머스마켓,126.9049333576,35.148597719942
제국리버티,126.86459850776,35.148848425927
라움PCcafe,126.86347815584,35.160754228622
시래기코다리찜,126.80216767911,35.163615809809
동천봄약국,126.86412742487,35.17168508198
아필코딜리버리,126.84379654627,35.216660728251
송정G1클라이밍,126.80007229478,35.141862845833
그린공인중개사사무소,126.8968430896,35.195071893932
메이에르,126.88178641734,35.212844207657
꿀꺽소리,126.87800574776,35.150712996758
하남드림공인중개사사무소,126.80414806146,35.182041467431
엠제이쉴드,126.91370516848,35.148361192914
알통떡강정,126.91788830129,35.178883603302
메가MGC커피광주여대점엠지씨,126.80413121752,35.166699890403
헤어카페,126.82338458266,35.188034739942
날으는달팽이하우스,126.9294783421,35.148150034293
성원밧데리,126.7873185369,35.150911903445
카페고.도,126.86390707228,35.152799026459
다비치안경광주,126.84886728646,35.153080716375
뽑기의제왕,126.87450016449,35.178136656111
오렌지LPG충전소,126.81688490211,35.144056275769
배스킨라빈스광주,126.93581179732,35.161546429361
헤큐블룸,126.90691299345,35.134328544742
가젤,126.92856530445,35.149151523533
황금공인중개사사무소,126.9199187172,35.166480599641
알통떡강정,126.90076549105,35.19408899986
우리축산,126.89727028896,35.127652012288
자인공인중개사사무소,126.84559489625,35.212991269507
이지약국,126.85987584927,35.206501481699
루뇽,126.8915662256,35.210067753535
대정인테리어조경,126.8843155207,35.171665390492
반미후잉티,126.80822454432,35.174293766035
생생막걸리,126.93068196321,35.161843787486
아이케이정보통신,126.84923635322,35.222679653849
25시연탄구이,126.91982740849,35.185832574935
친구야호프,126.88065078257,35.173136892026
긱스타PC,126.90184985271,35.177152813205
비엠스크린골프,126.8990385677,35.121809035077
천둥푸드,126.80376560224,35.166930638351
술마시는윙크노래타운,126.9069734766,35.160992215585
탐정행정사무소,126.84885851114,35.148249215916
여운,126.91446739525,35.175247444843
초이스썬팅,126.85818154317,35.113255424644
소통령,126.8929622716,35.180839695341
한실내건축,126.83553555741,35.209830263664
수완PC,126.8182775876,35.191924022168
더브로오토썬팅,126.92952977758,35.150088482328
블랙커스텀,126.92678099365,35.250649683023
우먼스스킨앤바디,126.83923115413,35.197102279104
공기수비대호남광주지부,126.90200342123,35.193487290001
고봉민김밥인문화전당,126.91905045135,35.149139124071
해수니보쌈,126.90869988852,35.170616574056
용진산업개발,126.81168384235,35.162889277485
알리바이오치점,126.90180833656,35.191664726773
이승희부동산,126.86031235395,35.116214009191
이불할인매장,126.85985042293,35.132831273175
어등산약국,126.8172999522,35.179827035479
아네몬느,126.92212556494,35.148138932393
